path,folder,filename,size_mb,reviewed_label,angle,include,notes,olympic_gate_label,source_id,split,content_sha256,duplicate_count,canonical_content_sha256,total_frames,pose_frames,pose_ratio,frame_count,overhead_ratio,first_overhead_pct,last_overhead_pct,overhead_span_pct,overhead_transition_count,min_knee_time_pct,min_hip_time_pct,max_wrist_motion,mean_wrist_motion,max_hip_motion,mean_hip_motion,knee_angle_bin_00,knee_angle_bin_01,knee_angle_bin_02,knee_angle_bin_03,knee_angle_bin_04,knee_angle_bin_05,knee_angle_bin_06,knee_angle_bin_07,knee_angle_bin_08,knee_angle_bin_09,hip_angle_bin_00,hip_angle_bin_01,hip_angle_bin_02,hip_angle_bin_03,hip_angle_bin_04,hip_angle_bin_05,hip_angle_bin_06,hip_angle_bin_07,hip_angle_bin_08,hip_angle_bin_09,elbow_angle_bin_00,elbow_angle_bin_01,elbow_angle_bin_02,elbow_angle_bin_03,elbow_angle_bin_04,elbow_angle_bin_05,elbow_angle_bin_06,elbow_angle_bin_07,elbow_angle_bin_08,elbow_angle_bin_09,torso_angle_bin_00,torso_angle_bin_01,torso_angle_bin_02,torso_angle_bin_03,torso_angle_bin_04,torso_angle_bin_05,torso_angle_bin_06,torso_angle_bin_07,torso_angle_bin_08,torso_angle_bin_09,wrist_y_bin_00,wrist_y_bin_01,wrist_y_bin_02,wrist_y_bin_03,wrist_y_bin_04,wrist_y_bin_05,wrist_y_bin_06,wrist_y_bin_07,wrist_y_bin_08,wrist_y_bin_09,shoulder_y_bin_00,shoulder_y_bin_01,shoulder_y_bin_02,shoulder_y_bin_03,shoulder_y_bin_04,shoulder_y_bin_05,shoulder_y_bin_06,shoulder_y_bin_07,shoulder_y_bin_08,shoulder_y_bin_09,hip_y_bin_00,hip_y_bin_01,hip_y_bin_02,hip_y_bin_03,hip_y_bin_04,hip_y_bin_05,hip_y_bin_06,hip_y_bin_07,hip_y_bin_08,hip_y_bin_09,wrist_shoulder_distance_bin_00,wrist_shoulder_distance_bin_01,wrist_shoulder_distance_bin_02,wrist_shoulder_distance_bin_03,wrist_shoulder_distance_bin_04,wrist_shoulder_distance_bin_05,wrist_shoulder_distance_bin_06,wrist_shoulder_distance_bin_07,wrist_shoulder_distance_bin_08,wrist_shoulder_distance_bin_09,overhead_ratio_bin_00,overhead_ratio_bin_01,overhead_ratio_bin_02,overhead_ratio_bin_03,overhead_ratio_bin_04,overhead_ratio_bin_05,overhead_ratio_bin_06,overhead_ratio_bin_07,overhead_ratio_bin_08,overhead_ratio_bin_09
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0009.mp4,clean,clean_from_cj_0009.mp4,0.16,clean,,yes,,olympic,clean_sha_624c00d8eafd2d9e,train,624c00d8eafd2d9e4cf04417930b1100b4c796bd330c4a1b66375f5e22dbc713,2.0,624c00d8eafd2d9e4cf04417930b1100b4c796bd330c4a1b66375f5e22dbc713,125,114,0.912,114.0,0.2017543911933899,0.4601770043373108,1.0,0.5438596606254578,7.0,0.5398229956626892,0.5398229956626892,0.0483922362327575,0.0082547897472977,0.0484896302223205,0.0042047086171805,78.66439819335938,83.92305755615234,89.79082489013672,144.4895782470703,138.13479614257812,54.92510986328125,49.54573059082031,163.53126525878906,176.13966369628906,173.79603576660156,107.76481628417967,91.03526306152344,111.3938980102539,145.1716766357422,126.37174224853516,38.24055480957031,28.9622802734375,156.89083862304688,167.08935546875,165.81546020507812,168.94186401367188,160.92156982421875,141.75868225097656,171.91177368164062,117.96800994873048,148.6055908203125,151.77610778808594,124.29680633544922,97.7395248413086,81.14788055419922,18.557518005371097,4.055997848510742,2.834362030029297,2.3144612312316895,1.1564106941223145,3.386054039001465,5.604767799377441,1.07988703250885,0.6867215037345886,0.8701993823051453,0.5729799866676331,0.5759094953536987,0.5567500591278076,0.5232236981391907,0.5096490383148193,0.6163066625595093,0.631702184677124,0.5803900361061096,0.5089654922485352,0.4813345670700073,0.4943117201328277,0.4964770078659057,0.4813317358493805,0.4387889206409454,0.4727441370487213,0.5518189072608948,0.5573675632476807,0.544218122959137,0.5141882300376892,0.4998145401477813,0.5495169162750244,0.5636091828346252,0.5465395450592041,0.5226709842681885,0.5753075480461121,0.6142780780792236,0.603293776512146,0.6324207186698914,0.624126672744751,0.6149159073829651,0.078740082681179,0.0796534493565559,0.0755146220326423,0.0850497335195541,0.0410155542194843,0.0646636486053466,0.07549799233675,0.0373817645013332,0.0112561183050274,0.022431781515479,0.0,0.0,0.0,0.0,0.0833333358168602,0.0,0.0,0.0833333358168602,0.8181818127632141,1.0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0084.mp4,clean,clean_from_cj_0084.mp4,0.13,clean,,yes,,olympic,clean_sha_f79539f1f60fea5e,train,f79539f1f60fea5ef73eb32bad2f4db4cbb5f3a2da07e5a0911c4162864aee81,1.0,f79539f1f60fea5ef73eb32bad2f4db4cbb5f3a2da07e5a0911c4162864aee81,93,93,1.0,93.0,0.5806451439857483,0.3586956560611725,1.0,0.6451612710952759,11.0,0.489130437374115,0.5869565010070801,0.0562056899070739,0.0078083695843815,0.0507298707962036,0.0063781840726733,132.017578125,149.48817443847656,162.3839874267578,118.7112808227539,56.420997619628906,62.02580261230469,98.34132385253906,137.04217529296875,176.3914794921875,178.87147521972656,118.59011840820312,132.3594970703125,154.0238494873047,128.3360595703125,78.56783294677734,63.8636474609375,86.94337463378906,134.88877868652344,165.52748107910156,168.89498901367188,177.36927795410156,178.73471069335938,163.47042846679688,92.946044921875,129.19171142578125,33.41495895385742,37.62018585205078,60.57810974121094,100.73741912841795,153.2301483154297,6.076791763305664,7.705203533172607,4.549213886260986,2.6269283294677734,0.9952782392501832,3.0537428855895996,5.479241847991943,1.9907686710357664,0.3915101587772369,0.335884541273117,0.831986129283905,0.798084020614624,0.6448520421981812,0.5739168524742126,0.6556136012077332,0.656548023223877,0.6167597770690918,0.5270349979400635,0.4668588638305664,0.464864581823349,0.6577125787734985,0.6156588792800903,0.4966725707054138,0.5440045595169067,0.6629122495651245,0.6606141328811646,0.6182820796966553,0.5381345152854919,0.4868193864822387,0.4893016219139099,0.7448587417602539,0.7056502103805542,0.6356661319732666,0.7029186487197876,0.8073828220367432,0.8029729723930359,0.7634036540985107,0.6965548992156982,0.6480419039726257,0.653398871421814,0.1742860227823257,0.1824567914009094,0.1487376689910888,0.0459427312016487,0.0363607555627822,0.0188168138265609,0.0177621878683567,0.0195409134030342,0.0357402041554451,0.053979467600584,0.0,0.0,0.0,0.4000000059604645,1.0,0.7777777910232544,0.699999988079071,0.8888888955116272,1.0,1.0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0117.mp4,clean,clean_from_cj_0117.mp4,0.12,clean,,yes,,olympic,clean_sha_fa79cf8aa392e18d,train,fa79cf8aa392e18ddaef264e244b52a39b41917765b45c2a554cc906bfac5e12,1.0,fa79cf8aa392e18ddaef264e244b52a39b41917765b45c2a554cc906bfac5e12,115,115,1.0,115.0,0.3478260934352875,0.4736842215061188,1.0,0.530434787273407,13.0,0.6140350699424744,0.5350877046585083,0.0368082225322723,0.0087465867400169,0.0737906098365783,0.0075823129154741,134.40736389160156,130.44459533691406,136.0447540283203,176.9117431640625,173.41351318359375,62.3675422668457,76.0138931274414,153.7193145751953,169.7973175048828,173.2731475830078,121.21442413330078,118.82396697998048,130.50624084472656,176.47161865234375,171.54925537109375,61.77299499511719,93.36459350585938,166.23489379882812,168.62596130371094,171.7020721435547,174.62794494628906,171.26068115234375,172.36585998535156,166.77859497070312,105.66513061523438,51.18917465209961,47.552268981933594,80.24019622802734,107.45508575439452,118.599609375,54.64877700805664,44.22481155395508,20.386646270751953,10.87956714630127,2.303889036178589,0.9762349128723145,3.8110196590423584,3.5546514987945557,0.8550148010253906,0.7162876129150391,0.6497881412506104,0.639385998249054,0.628941535949707,0.5420637130737305,0.4360335171222687,0.5725573897361755,0.5137474536895752,0.4224386513233185,0.310399979352951,0.3092569410800934,0.4351877868175506,0.4417361915111542,0.4324545860290527,0.3490511476993561,0.3457224667072296,0.5723710656166077,0.5154454708099365,0.423512190580368,0.3212559521198272,0.3242823183536529,0.4764918982982635,0.5059547424316406,0.5454000234603882,0.4954085052013397,0.5400261878967285,0.7423103451728821,0.6850921511650085,0.6104959845542908,0.5208593010902405,0.5202141404151917,0.2148249596357345,0.1978219002485275,0.1966614574193954,0.1932517737150192,0.0939600244164466,0.048061553388834,0.0312601923942565,0.0219792332500219,0.021727081388235,0.0211906302720308,0.0,0.0,0.0,0.0,0.0909090936183929,0.3333333432674408,0.4545454680919647,0.5833333134651184,1.0,1.0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0144.mp4,clean,clean_from_cj_0144.mp4,0.13,clean,,yes,,olympic,clean_sha_d2013fdd9120c7df,dev,d2013fdd9120c7df320316adbcee519931556f8c3c49faf136af69f21b24930f,1.0,d2013fdd9120c7df320316adbcee519931556f8c3c49faf136af69f21b24930f,110,110,1.0,110.0,0.6181818246841431,0.357798159122467,1.0,0.6454545259475708,7.0,0.4220183491706848,0.4220183491706848,0.0476083755493164,0.0074499603360891,0.1172539591789245,0.0084373904392123,140.11497497558594,165.44322204589844,169.9449462890625,108.55535125732422,51.21339416503906,118.24276733398438,124.8449935913086,145.54855346679688,168.36737060546875,176.8773193359375,130.76455688476562,149.58827209472656,163.33062744140625,111.27342987060548,58.04776382446289,112.19013214111328,116.4058074951172,132.22085571289062,159.99534606933594,168.22695922851562,170.9776153564453,174.75144958496094,171.1043243408203,77.08346557617188,24.968029022216797,18.76615333557129,16.05733299255371,15.084314346313477,20.33905792236328,22.097137451171875,0.5246401429176331,1.0399258136749268,0.792732834815979,0.4943965971469879,0.6036478877067566,4.838973522186279,7.505092144012451,6.104628086090088,1.4341076612472534,1.0286681652069092,0.6475217938423157,0.5987362265586853,0.499470055103302,0.4629055261611938,0.5771490335464478,0.4868843853473663,0.4373540580272674,0.3713088035583496,0.2500244677066803,0.2322381883859634,0.4118249118328094,0.3609876334667206,0.2651969194412231,0.4047273397445678,0.5894742608070374,0.4884165823459625,0.441548228263855,0.3752399384975433,0.2725317478179931,0.2552398443222046,0.5203835368156433,0.4673722386360168,0.4446203112602234,0.6333065629005432,0.7933390140533447,0.6817542314529419,0.6372063755989075,0.5791569352149963,0.4987990260124206,0.4934035539627075,0.2357051968574524,0.2378017753362655,0.2344131022691726,0.0717222392559051,0.0125605203211307,0.0025303664151579,0.0059757633134722,0.0087229311466217,0.022756727412343,0.0230998992919921,0.0,0.0,0.0,0.4545454680919647,1.0,0.7272727489471436,1.0,1.0,1.0,1.0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0220.mp4,clean,clean_from_cj_0220.mp4,0.16,clean,,yes,,olympic,clean_sha_9d430da8ae1e75d6,test,9d430da8ae1e75d6695cef9dfa635fe55fee373ea33c07b168ecb5636bd897ee,1.0,9d430da8ae1e75d6695cef9dfa635fe55fee373ea33c07b168ecb5636bd897ee,123,73,0.5934959349593496,73.0,0.5479452013969421,0.0,1.0,1.0,10.0,0.1111111119389534,0.0,0.2271046638488769,0.0100439125671982,0.1581574976444244,0.0074893715791404,72.19319152832031,69.13468933105469,126.49879455566406,162.87655639648438,160.1440887451172,171.170654296875,172.30987548828125,172.7643585205078,178.121826171875,168.88629150390625,23.923587799072266,44.85501480102539,124.44171142578124,165.54074096679688,162.981689453125,169.4290771484375,169.9534149169922,175.28738403320312,173.05398559570312,175.025390625,128.29026794433594,128.3734130859375,111.22040557861328,51.25290298461914,98.70136260986328,98.42597198486328,96.9099578857422,98.35121154785156,97.7551498413086,113.9699249267578,79.49512481689453,76.2598648071289,75.29985809326172,71.51412200927734,61.671504974365234,0.7189520001411438,1.1147618293762207,0.4358493983745575,0.4554687440395355,0.658187747001648,0.5723461508750916,0.5235759615898132,0.5203961133956909,0.575190007686615,0.5127723813056946,0.3329731523990631,0.335316002368927,0.3420504033565521,0.3505322635173797,0.336492508649826,0.5893000364303589,0.5828595757484436,0.5959571003913879,0.609296441078186,0.5755044221878052,0.3296983540058136,0.3289459347724914,0.3296780884265899,0.3322588801383972,0.3314113616943359,0.6119667291641235,0.6118419766426086,0.6259211301803589,0.6442528963088989,0.6288555264472961,0.4968926012516022,0.4986593127250671,0.4975441098213196,0.4997425675392151,0.5040380954742432,0.0465025193989276,0.0657160729169845,0.0849203467369079,0.0423697680234909,0.0763253346085548,0.0512069426476955,0.0412666276097297,0.0390025153756141,0.0468722954392433,0.0495375767350196,0.7142857313156128,1.0,1.0,1.0,1.0,0.4285714328289032,0.125,0.0,0.0,0.25
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0113.mp4,clean,clean_from_cj_0113.mp4,0.04,clean,,yes,,olympic,clean_sha_ad05499c6bf60de5,train,ad05499c6bf60de55e4cae9ecad15b66c5f4e7ce8356e8f1fe1b95c2e78eb955,1.0,ad05499c6bf60de55e4cae9ecad15b66c5f4e7ce8356e8f1fe1b95c2e78eb955,63,60,0.9523809523809524,60.0,0.0833333358168602,0.0,1.0,1.0,4.0,0.0338983051478862,0.6610169410705566,0.1418682932853698,0.0199816450476646,0.0439742803573608,0.0095121972262859,134.17384338378906,136.04730224609375,156.5084686279297,121.13763427734376,94.21028900146484,105.56143188476562,94.75244140625,97.44501495361328,118.2398452758789,142.5474090576172,122.42505645751952,123.94136810302734,162.27894592285156,149.721923828125,121.99407958984376,111.9336166381836,86.4581527709961,105.13434600830078,138.736083984375,158.44102478027344,168.6573486328125,164.3129119873047,150.8630828857422,150.24232482910156,99.16144561767578,104.0220718383789,83.23665618896484,136.31333923339844,151.04412841796875,118.09329223632812,76.92769622802734,26.70575904846191,4.43905782699585,1.3419194221496582,1.7314071655273438,3.99931263923645,6.701261043548584,6.97048807144165,4.822712421417236,1.6965252161026,0.5855157971382141,0.5255887508392334,0.4285646975040436,0.5002322793006897,0.5190579891204834,0.589374840259552,0.5739636421203613,0.5142934322357178,0.5125324726104736,0.4262191355228424,0.4942973554134369,0.3780798614025116,0.3202285468578338,0.421408087015152,0.4804801940917969,0.52101731300354,0.5229392647743225,0.4587028920650482,0.4301629066467285,0.3659939467906952,0.5350707173347473,0.503940761089325,0.4698443114757538,0.571345329284668,0.6186620593070984,0.6609671115875244,0.6616950631141663,0.6163551807403564,0.5648139715194702,0.529010534286499,0.1170361340045929,0.1483913511037826,0.1143542602658271,0.0846914425492286,0.0518132261931896,0.0714943334460258,0.0553898699581623,0.0611497946083545,0.0905160680413246,0.0795619562268257,0.3333333432674408,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,0.0,0.0,0.3333333432674408
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0068.mp4,clean,clean_from_cj_0068.mp4,0.09,clean,,yes,,olympic,clean_sha_37fce67b65d5d955,dev,37fce67b65d5d9555c6aa0b86f0f14a60324abaecb2d645468d4b34915298590,1.0,37fce67b65d5d9555c6aa0b86f0f14a60324abaecb2d645468d4b34915298590,66,66,1.0,66.0,0.5151515007019043,0.3538461625576019,0.9384615421295166,0.5909090638160706,8.0,0.0,0.0,0.0767730474472045,0.0071715782396495,0.0485109090805053,0.0056068897247314,109.74950408935548,165.8784637451172,171.5030975341797,136.82948303222656,157.944580078125,174.3048858642578,177.44203186035156,176.9245147705078,177.11135864257812,178.7715301513672,85.00868225097656,143.09239196777344,159.69168090820312,169.5059051513672,174.73855590820312,173.310302734375,176.2088623046875,171.8873291015625,172.87498474121094,174.85791015625,170.11402893066406,169.22695922851562,114.1759033203125,68.38719940185547,32.384674072265625,31.154386520385746,36.76618576049805,33.197227478027344,29.03228759765625,32.619606018066406,12.916386604309082,12.652007102966309,3.498152017593384,1.6024104356765747,2.0999085903167725,1.3840746879577637,1.1022435426712036,0.500015914440155,1.6883115768432615,2.1024584770202637,0.8152555823326111,0.7323809862136841,0.6026365160942078,0.5581895112991333,0.5754981637001038,0.5174260139465332,0.4997789561748504,0.5035937428474426,0.4919649660587311,0.4909326732158661,0.6523887515068054,0.597378671169281,0.5133707523345947,0.5499431490898132,0.5730260014533997,0.5299541354179382,0.5066773295402527,0.5089574456214905,0.4936480522155761,0.4913340508937835,0.7334192395210266,0.6588948369026184,0.6303775906562805,0.6888003349304199,0.7087483406066895,0.6640501618385315,0.640860378742218,0.6458424925804138,0.6350935101509094,0.6320897936820984,0.1631321460008621,0.13624969124794,0.0893914103507995,0.0288323890417814,0.0076970127411186,0.0140365185216069,0.0094578545540571,0.0067073167301714,0.0045570605434477,0.0072635253891348,0.0,0.0,0.0,0.4285714328289032,0.4285714328289032,1.0,1.0,1.0,0.8571428656578064,0.4285714328289032
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0104.mp4,clean,clean_from_cj_0104.mp4,0.12,clean,,yes,,olympic,clean_sha_bf2b633684004f85,train,bf2b633684004f85e308cd1e0e56fc4b9e3ec20e0327de4542a45c707aecbea7,1.0,bf2b633684004f85e308cd1e0e56fc4b9e3ec20e0327de4542a45c707aecbea7,63,58,0.9206349206349206,58.0,0.5862069129943848,0.4210526347160339,1.0,0.5862069129943848,1.0,0.5438596606254578,0.0,0.1249979734420776,0.028325866907835,0.0977698564529419,0.0129087194800376,127.36534118652344,112.05426025390624,165.55662536621094,158.80181884765625,87.0682601928711,41.89310836791992,37.19557189941406,41.298221588134766,39.93577194213867,37.82087707519531,61.95631790161133,93.73153686523438,162.90855407714844,168.22891235351562,111.61932373046876,64.17828369140625,56.20235824584961,56.65060806274414,45.42581558227539,46.96247863769531,128.5835723876953,170.50059509277344,174.45301818847656,161.2948455810547,148.79226684570312,121.26920318603516,160.0419158935547,162.23341369628906,158.79296875,160.7194061279297,147.79312133789062,35.8177375793457,7.476432323455811,9.224689483642578,5.619595050811768,1.980639100074768,4.593377113342285,7.799890995025635,9.912671089172363,10.178258895874023,0.8767920732498169,0.7908144593238831,0.6978577971458435,0.5767014622688293,0.5422990918159485,0.6227723360061646,0.631181001663208,0.5331436991691589,0.4765852987766266,0.4662754535675049,0.8134644627571106,0.6235784888267517,0.5012140274047852,0.4441268742084503,0.5963415503501892,0.6899527907371521,0.6902845501899719,0.6545271873474121,0.6357981562614441,0.6258236765861511,0.696875274181366,0.707963764667511,0.6687038540840149,0.6334670782089233,0.7709026336669922,0.8476632237434387,0.8566799163818359,0.8338972926139832,0.8220533728599548,0.8165724873542786,0.0966144204139709,0.1695974320173263,0.1974756717681884,0.1675129383802414,0.0964624211192131,0.0782061517238617,0.0720618292689323,0.1228401660919189,0.1592480689287185,0.1596133559942245,0.0,0.0,0.0,0.0,0.8333333134651184,1.0,1.0,1.0,1.0,1.0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0177.mp4,clean,clean_from_cj_0177.mp4,0.1,clean,,yes,,olympic,clean_sha_cc548845cd8296ed,dev,cc548845cd8296edeb19f8dcad8d485ddd85fd82a72a080c88901b4c2343bc9e,2.0,cc548845cd8296edeb19f8dcad8d485ddd85fd82a72a080c88901b4c2343bc9e,63,63,1.0,63.0,0.5873016119003296,0.4193548262119293,1.0,0.5873016119003296,1.0,0.6290322542190552,0.6290322542190552,0.0342315435409545,0.0102429213002324,0.0575688481330871,0.0096579808741807,99.32971954345705,98.9826431274414,147.5226287841797,163.79673767089844,114.40901947021484,45.25689697265625,37.84983444213867,92.84838104248048,136.28546142578125,163.88504028320312,78.22527313232422,86.14141845703125,129.74302673339844,159.04812622070312,120.75334930419922,54.620758056640625,43.563499450683594,92.40715789794922,132.7877960205078,155.04159545898438,178.6073455810547,177.94703674316406,176.95526123046875,165.0232696533203,165.7469940185547,152.4458465576172,161.4022674560547,166.5462188720703,156.9525146484375,171.9810028076172,11.668594360351562,8.501422882080078,10.455235481262209,3.6267383098602295,2.16945743560791,3.2858941555023193,4.978293418884277,6.085659027099609,6.027601718902588,3.9452528953552246,0.8000381588935852,0.7716696262359619,0.6736195683479309,0.5387490391731262,0.4548623859882355,0.4783831834793091,0.4772790372371673,0.4193619191646576,0.3398275375366211,0.28216153383255,0.6451104283332825,0.6092293858528137,0.5186225771903992,0.4173935353755951,0.5086891055107117,0.629062831401825,0.6217374801635742,0.553363561630249,0.4871688783168793,0.4327976107597351,0.7056612968444824,0.6897415518760681,0.6298630237579346,0.5932818651199341,0.7022777199745178,0.8173887133598328,0.8115525245666504,0.743821382522583,0.687762975692749,0.6311081647872925,0.1550767421722412,0.1625705510377884,0.1550458818674087,0.121753990650177,0.0718978643417358,0.1507538706064224,0.1444669067859649,0.1340528577566146,0.1473636776208877,0.1506684869527816,0.0,0.0,0.0,0.0,0.8333333134651184,1.0,1.0,1.0,1.0,1.0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0185.mp4,clean,clean_from_cj_0185.mp4,0.17,clean,,yes,,olympic,clean_sha_cf763ab684c0b201,train,cf763ab684c0b20145ddfcb7b664cb519cba283e74b4cb9f2285df8eb1bafe98,1.0,cf763ab684c0b20145ddfcb7b664cb519cba283e74b4cb9f2285df8eb1bafe98,105,105,1.0,105.0,0.3142857253551483,0.4038461446762085,1.0,0.6000000238418579,7.0,0.5,0.5865384340286255,0.1480605006217956,0.0099074952304363,0.0473023653030395,0.0060459272935986,137.1707305908203,103.11219024658205,154.33685302734375,156.86026000976562,75.167236328125,39.1310920715332,91.8878402709961,130.77122497558594,160.68223571777344,162.43563842773438,136.67967224121094,95.54533386230467,129.59002685546875,154.03085327148438,92.857421875,44.47801208496094,83.92597961425781,127.6623077392578,172.42074584960938,171.9620819091797,144.52012634277344,175.68211364746094,178.3048858642578,173.91159057617188,130.14407348632812,101.63803100585938,98.1133270263672,135.7490692138672,169.4898681640625,166.31430053710938,14.36762237548828,18.061845779418945,22.101165771484375,6.940433025360107,1.7800426483154297,1.9673759937286377,6.088284015655518,4.4242167472839355,0.5755273103713989,0.6578452587127686,0.6241945028305054,0.631047248840332,0.562747597694397,0.4363984167575836,0.4845694601535797,0.540248453617096,0.5084183812141418,0.4572077691555023,0.3737234473228454,0.3275104463100433,0.4844563901424408,0.4774310290813446,0.4088887572288513,0.3135887682437897,0.4762953817844391,0.5396955013275146,0.4856545925140381,0.4354518055915832,0.3863772749900818,0.3565921783447265,0.591328501701355,0.5709303021430969,0.5091689825057983,0.4789983928203583,0.6353343725204468,0.6909765601158142,0.6307049989700317,0.5896036624908447,0.5575171709060669,0.5320494174957275,0.14083231985569,0.1552418619394302,0.154421716928482,0.1319523453712463,0.0356857515871524,0.0228600017726421,0.029844045639038,0.0640606433153152,0.0459086708724498,0.0526569224894046,0.0,0.0,0.0,0.0,0.4000000059604645,0.6363636255264282,0.1000000014901161,0.0,1.0,1.0
