path,filename,folder,reviewed_label,olympic_gate_label,source_id,split,include,canonical_content_sha256,total_frames,pose_frames,pose_ratio,frame_count,overhead_ratio,first_overhead_pct,last_overhead_pct,overhead_span_pct,overhead_transition_count,min_knee_time_pct,min_hip_time_pct,max_wrist_motion,mean_wrist_motion,max_hip_motion,mean_hip_motion,knee_angle_bin_00,knee_angle_bin_01,knee_angle_bin_02,knee_angle_bin_03,knee_angle_bin_04,knee_angle_bin_05,knee_angle_bin_06,knee_angle_bin_07,knee_angle_bin_08,knee_angle_bin_09,hip_angle_bin_00,hip_angle_bin_01,hip_angle_bin_02,hip_angle_bin_03,hip_angle_bin_04,hip_angle_bin_05,hip_angle_bin_06,hip_angle_bin_07,hip_angle_bin_08,hip_angle_bin_09,elbow_angle_bin_00,elbow_angle_bin_01,elbow_angle_bin_02,elbow_angle_bin_03,elbow_angle_bin_04,elbow_angle_bin_05,elbow_angle_bin_06,elbow_angle_bin_07,elbow_angle_bin_08,elbow_angle_bin_09,torso_angle_bin_00,torso_angle_bin_01,torso_angle_bin_02,torso_angle_bin_03,torso_angle_bin_04,torso_angle_bin_05,torso_angle_bin_06,torso_angle_bin_07,torso_angle_bin_08,torso_angle_bin_09,wrist_y_bin_00,wrist_y_bin_01,wrist_y_bin_02,wrist_y_bin_03,wrist_y_bin_04,wrist_y_bin_05,wrist_y_bin_06,wrist_y_bin_07,wrist_y_bin_08,wrist_y_bin_09,shoulder_y_bin_00,shoulder_y_bin_01,shoulder_y_bin_02,shoulder_y_bin_03,shoulder_y_bin_04,shoulder_y_bin_05,shoulder_y_bin_06,shoulder_y_bin_07,shoulder_y_bin_08,shoulder_y_bin_09,hip_y_bin_00,hip_y_bin_01,hip_y_bin_02,hip_y_bin_03,hip_y_bin_04,hip_y_bin_05,hip_y_bin_06,hip_y_bin_07,hip_y_bin_08,hip_y_bin_09,wrist_shoulder_distance_bin_00,wrist_shoulder_distance_bin_01,wrist_shoulder_distance_bin_02,wrist_shoulder_distance_bin_03,wrist_shoulder_distance_bin_04,wrist_shoulder_distance_bin_05,wrist_shoulder_distance_bin_06,wrist_shoulder_distance_bin_07,wrist_shoulder_distance_bin_08,wrist_shoulder_distance_bin_09,overhead_ratio_bin_00,overhead_ratio_bin_01,overhead_ratio_bin_02,overhead_ratio_bin_03,overhead_ratio_bin_04,overhead_ratio_bin_05,overhead_ratio_bin_06,overhead_ratio_bin_07,overhead_ratio_bin_08,overhead_ratio_bin_09
/Users/josephkamil/Desktop/Capstone/Back squats- forward lean.mov,Back squats- forward lean.mov,Capstone_unused,squat_back,non_olympic,capstone_squat_back_back_squats-_forward_lean,candidate,yes,f37f3fb1ccd1dbbd6ecd0c0cd09731db1857a33e7e577fd1197f57e1d3465e72,697,635,0.9110473457675753,635.0,0.11023622006177902,0.0,0.9305993914604187,0.930708646774292,27.0,0.0031545741949230433,0.9006308913230896,0.5710079073905945,0.013050413690507412,1.7995489835739136,0.011346344836056232,170.34849548339844,168.4454345703125,152.0487060546875,160.33218383789062,174.16119384765625,159.96336364746094,162.38551330566406,172.09764099121094,145.83277893066406,128.83529663085938,170.93223571777344,169.50820922851562,154.18572998046875,141.2930908203125,171.80645751953125,138.90292358398438,145.6617431640625,166.35507202148438,129.9012451171875,83.98799896240234,56.71841812133789,15.069009780883789,15.065352439880371,16.89432716369629,14.933484077453613,21.2078857421875,33.47660446166992,27.727231979370117,127.9988021850586,131.30615234375,12.506464958190918,5.440962791442871,14.794660568237305,27.18274688720703,5.908509254455566,27.21051788330078,23.185617446899414,8.584339141845703,61.28126907348633,48.188724517822266,0.2788880169391632,0.5166832208633423,0.5331801176071167,0.5625920295715332,0.500316321849823,0.5594800710678101,0.556554913520813,0.45560982823371887,0.38966259360313416,0.8439854979515076,0.2717369794845581,0.448005735874176,0.4819045066833496,0.5213947892189026,0.4412921667098999,0.5274664163589478,0.5112401843070984,0.4453967213630676,0.2532798647880554,0.2500290274620056,0.5102171897888184,0.6506725549697876,0.6614127159118652,0.6670780181884766,0.6491425037384033,0.6750451326370239,0.667131245136261,0.646298885345459,0.3845774233341217,0.669123649597168,0.0764777734875679,0.06911376863718033,0.05298458784818649,0.04545865207910538,0.05974777042865753,0.037676386535167694,0.0506686195731163,0.0549226775765419,0.139522522687912,0.6377786993980408,0.6349206566810608,0.0,0.0317460335791111,0.0,0.0317460335791111,0.015625,0.0,0.3125,0.01587301678955555,0.0625
/Users/josephkamil/Desktop/Capstone/backsquat_short.mov,backsquat_short.mov,Capstone_unused,squat_back,non_olympic,capstone_squat_back_backsquat_short,candidate,yes,4e0f10b64ee6e8106f011c6b196be9442bd8db2edea54585b55fb969aadc66c7,240,239,0.9958333333333333,239.0,0.1589958220720291,0.0,0.5126050710678101,0.5146443247795105,5.0,0.5546218752861023,0.5546218752861023,0.13359370827674866,0.0077936663292348385,0.06492555141448975,0.0027735696639865637,175.08880615234375,174.2901611328125,172.3554229736328,169.68992614746094,136.94842529296875,118.5787353515625,166.3437042236328,178.04576110839844,173.6595001220703,144.12074279785156,175.96340942382812,176.78271484375,177.0720672607422,171.98883056640625,130.34898376464844,112.02259063720703,162.32760620117188,177.51548767089844,169.04527282714844,135.93722534179688,65.07459259033203,80.91691589355469,1.9165735244750977,14.96569538116455,19.16520118713379,15.962302207946777,36.73509979248047,9.75547981262207,12.771611213684082,21.349740982055664,1.029364824295044,0.5567755103111267,0.8312967419624329,3.156754732131958,20.772994995117188,25.70461082458496,9.025650978088379,2.6156551837921143,6.804681301116943,18.923185348510742,0.20430082082748413,0.306787371635437,0.3743746280670166,0.36944031715393066,0.4378335773944855,0.47254273295402527,0.40568986535072327,0.37081727385520935,0.3779071867465973,0.4384947717189789,0.23442454636096954,0.32491013407707214,0.3100252151489258,0.32398614287376404,0.418027400970459,0.4532318115234375,0.33341196179389954,0.29832449555397034,0.3158128261566162,0.4022132158279419,0.505028247833252,0.5349785089492798,0.5156009197235107,0.5275197625160217,0.5729261040687561,0.596345841884613,0.5281946063041687,0.49289822578430176,0.509599506855011,0.5670639276504517,0.06350739300251007,0.07310954481363297,0.06437694281339645,0.045936211943626404,0.0274012740701437,0.024289200082421303,0.07367508858442307,0.07252252846956253,0.06219984218478203,0.03773387148976326,0.8695651888847351,0.5833333134651184,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/backsquat_test_8s.mov,backsquat_test_8s.mov,Capstone_unused,squat_back,non_olympic,capstone_squat_back_backsquat_test_8s,candidate,yes,cf3eb3107327e58aae8cbfd31290def319068aeb996f8ada648b8b0a76694190,241,212,0.8796680497925311,212.0,0.21698112785816193,0.014218009077012539,0.6398104429244995,0.6273584961891174,6.0,0.09004739671945572,0.0,0.5517153739929199,0.01796857826411724,0.31684452295303345,0.007638263050466776,110.42467498779297,178.55685424804688,175.3336944580078,172.30125427246094,173.09852600097656,169.4022674560547,142.57518005371094,116.373046875,148.7708740234375,178.9208526611328,89.92855072021484,176.7503662109375,176.4615478515625,177.05563354492188,176.41070556640625,171.61167907714844,137.36793518066406,110.20932006835938,144.18724060058594,175.8769073486328,148.24766540527344,23.840349197387695,91.07289123535156,38.22935485839844,2.906893730163574,14.396206855773926,19.894948959350586,16.27399444580078,40.307315826416016,14.10269546508789,167.8634033203125,0.6729944944381714,0.5264927744865417,0.4446828067302704,1.1191478967666626,3.1210169792175293,17.374298095703125,25.977460861206055,15.290586471557617,4.077088356018066,0.6609285473823547,0.1617414653301239,0.22364361584186554,0.3561877906322479,0.37447598576545715,0.37105661630630493,0.4319706857204437,0.47717347741127014,0.4421854019165039,0.36644160747528076,0.5280072093009949,0.1676204651594162,0.27659517526626587,0.32150381803512573,0.31456997990608215,0.3246634900569916,0.40921998023986816,0.4599582254886627,0.3755767345428467,0.30407577753067017,0.203077495098114,0.4952654540538788,0.5296850800514221,0.5195059776306152,0.5166184306144714,0.5278568267822266,0.5722748637199402,0.6015202403068542,0.5537352561950684,0.5014249086380005,0.1805831640958786,0.033381085842847824,0.06324046850204468,0.05375918373465538,0.05994587019085884,0.046742476522922516,0.03019796684384346,0.02206799015402794,0.06816025823354721,0.06259939074516296,0.0476190485060215,0.761904776096344,1.0,0.2380952388048172,0.0,0.0,0.1428571492433548,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/OverheadSquat_one_rep_720p.mp4,OverheadSquat_one_rep_720p.mp4,Capstone_unused,overhead_squat,non_olympic,capstone_overhead_squat_overheadsquat_one_rep_720p,candidate,yes,96718fa46b1ce7ea204f5ca5bb1f1d99273c4b240c6f57e64d4f4b8efa6797be,144,144,1.0,144.0,0.9375,0.0,1.0,1.0,10.0,0.6153846383094788,0.5874125957489014,0.12489178776741028,0.014562391676008701,0.03892207145690918,0.0052716913633048534,178.87088012695312,179.08154296875,170.48927307128906,132.92771911621094,63.37666320800781,43.339481353759766,53.7594108581543,144.95774841308594,179.19895935058594,178.7342987060547,176.34828186035156,175.6837158203125,172.64976501464844,147.9534912109375,87.9207992553711,69.23904418945312,78.5062026977539,150.1974639892578,177.6836395263672,176.83799743652344,155.28309631347656,124.652099609375,146.6531524658203,149.18186950683594,168.73931884765625,175.68017578125,172.8496551513672,157.12435913085938,47.05637741088867,69.03977966308594,0.8310461044311523,0.6539463996887207,2.5756638050079346,7.78926944732666,10.729805946350098,10.674833297729492,11.596413612365723,10.901296615600586,3.2619786262512207,1.917337417602539,0.14437928795814514,0.13825927674770355,0.12478014826774597,0.12238448858261108,0.2661529779434204,0.30763858556747437,0.3080698847770691,0.13312622904777527,0.14392273128032684,0.1022619754076004,0.19903472065925598,0.1779830902814865,0.18372298777103424,0.32067951560020447,0.476614385843277,0.5171018242835999,0.5121476054191589,0.3563271164894104,0.24204204976558685,0.21923653781414032,0.5033661127090454,0.47267287969589233,0.4870091378688812,0.6323150992393494,0.7797978520393372,0.8106695413589478,0.8063386082649231,0.6626098155975342,0.5684633851051331,0.5465181469917297,0.07160543650388718,0.04744595289230347,0.07161731272935867,0.19831107556819916,0.2107294648885727,0.21029865741729736,0.2043508142232895,0.223314106464386,0.09844813495874405,0.11741603165864944,0.7857142686843872,0.7857142686843872,0.800000011920929,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/Users/josephkamil/Desktop/Capstone/IdealPushPress2.mov,IdealPushPress2.mov,Capstone_unused,push_press,non_olympic,capstone_push_press_idealpushpress2,candidate,yes,aa2bad500a5f0f59e48923b42b6fa820f3910c48bfc303a2b27909e436f98812,845,758,0.8970414201183432,758.0,0.5923482775688171,0.0,0.9960370063781738,0.9960421919822693,53.0,0.7490092515945435,0.5099075436592102,0.15969428420066833,0.00893958006054163,0.02739131450653076,0.0009547127992846072,172.32418823242188,177.47528076171875,178.5546875,175.15476989746094,177.4421844482422,175.1517791748047,177.4486083984375,171.4427032470703,177.7230224609375,176.9768829345703,177.57733154296875,177.8515167236328,177.44911193847656,175.7685546875,176.478759765625,174.20135498046875,175.9449462890625,174.12559509277344,177.3466796875,174.41612243652344,51.336524963378906,34.85115432739258,19.112720489501953,80.64627075195312,61.70836639404297,131.75430297851562,13.855306625366211,59.03114700317383,127.8570327758789,29.219331741333008,0.7600829005241394,0.5128030776977539,0.3344034254550934,1.146578311920166,1.2471786737442017,2.052363872528076,0.7975335121154785,1.7272870540618896,1.7338329553604126,1.295417070388794,0.3897098898887634,0.36711278557777405,0.3541441857814789,0.3290199637413025,0.31762564182281494,0.29350006580352783,0.3608548939228058,0.3399646282196045,0.22016605734825134,0.3781730830669403,0.3644285202026367,0.36161771416664124,0.3602331280708313,0.3607847988605499,0.3589276373386383,0.3581390976905823,0.3589923083782196,0.3662271201610565,0.3502790033817291,0.36278632283210754,0.5716516375541687,0.5832436084747314,0.5836157202720642,0.5827246904373169,0.580115795135498,0.5809720158576965,0.5777941346168518,0.5851461291313171,0.5730041265487671,0.5818371772766113,0.041836995631456375,0.025150015950202942,0.021064698696136475,0.04134463146328926,0.06280849874019623,0.06970823556184769,0.023355042561888695,0.03802390396595001,0.1347646266222,0.024251285940408707,0.013333333656191826,0.6052631735801697,0.9210526347160339,0.8421052694320679,0.5263158082962036,0.9066666960716248,0.22368420660495758,0.7894737124443054,0.9078947305679321,0.18421052396297455
/Users/josephkamil/Desktop/Capstone/idealPushPress.mov,idealPushPress.mov,Capstone_unused,push_press,non_olympic,capstone_push_press_idealpushpress,candidate,yes,5490577aab813bf36c61608773f68ebf30c3214df057848e652d0b97da7dc425,217,195,0.8986175115207373,195.0,0.9846153855323792,0.0,1.0,1.0,2.0,0.2525773048400879,0.3350515365600586,0.16987238824367523,0.0025335645768791437,0.020258069038391113,0.0009366694721393287,179.19912719726562,178.0828857421875,164.65948486328125,178.84446716308594,177.2360382080078,178.5092010498047,179.0209503173828,179.0523681640625,178.9378662109375,179.00787353515625,174.50218200683594,175.3074493408203,175.11236572265625,169.94879150390625,173.6258544921875,174.84097290039062,174.45913696289062,174.60287475585938,174.6365966796875,174.82809448242188,4.6739301681518555,2.8824563026428223,5.092347145080566,116.5263900756836,176.153564453125,98.99635314941406,1.4671621322631836,1.3295804262161255,1.3150142431259155,1.3427926301956177,0.32719704508781433,0.22871792316436768,1.1052201986312866,3.3691577911376953,0.6455909609794617,0.5842592716217041,0.3311714828014374,0.33078083395957947,0.3144717514514923,0.36373692750930786,0.4058283865451813,0.4055982530117035,0.4415927827358246,0.30499371886253357,0.2372918426990509,0.3118732273578644,0.40279245376586914,0.40297046303749084,0.4029490053653717,0.40306076407432556,0.4132748246192932,0.4149029850959778,0.45067456364631653,0.39495187997817993,0.3918343484401703,0.3974790871143341,0.4101901650428772,0.41129812598228455,0.4120867848396301,0.4122200608253479,0.5943077206611633,0.5964975357055664,0.6284230947494507,0.5760830640792847,0.5884321331977844,0.5896275043487549,0.5913093686103821,0.5916448831558228,0.5918216705322266,0.5918739438056946,0.015911146998405457,0.013530319556593895,0.015149814076721668,0.09138526022434235,0.15462051331996918,0.08977265655994415,0.012086611241102219,0.012924876995384693,0.013315948657691479,0.013355113565921783,1.0,1.0,1.0,1.0,1.0,0.8500000238418579,1.0,1.0,1.0,1.0
/Users/josephkamil/Desktop/Capstone/pushpress-youtube.mov,pushpress-youtube.mov,Capstone_unused,push_press,non_olympic,capstone_push_press_pushpress-youtube,candidate,yes,07b62af6eff2c63cf81a90a6dc24f9d05a65a53a2e3aecde81963941008943af,621,617,0.9935587761674718,617.0,1.0,0.0,1.0,1.0,0.0,0.20941558480262756,0.8409090638160706,0.04049493372440338,0.003024821635335684,0.016026020050048828,0.001166271511465311,175.60675048828125,165.80906677246094,165.13319396972656,166.3474578857422,174.34584045410156,168.59292602539062,176.3291015625,173.32986450195312,173.3741455078125,177.5955352783203,171.63848876953125,171.3594207763672,170.0126495361328,170.38836669921875,169.1629638671875,170.7038116455078,171.5571746826172,169.0001983642578,169.09999084472656,172.8774871826172,22.102569580078125,8.947333335876465,12.835561752319336,14.343098640441895,87.27140808105469,16.788148880004883,169.075927734375,59.10920715332031,54.45852279663086,175.80105590820312,0.5226151347160339,3.5029075145721436,4.820779323577881,4.364718914031982,3.4143383502960205,4.082735061645508,1.3167587518692017,3.7607736587524414,3.690016031265259,0.5897777676582336,0.3806579113006592,0.40405213832855225,0.4317343235015869,0.429858922958374,0.3297800123691559,0.4038223624229431,0.2516098916530609,0.3584931790828705,0.35686859488487244,0.23998868465423584,0.39594337344169617,0.4161716103553772,0.4436735510826111,0.4399213194847107,0.3871510326862335,0.41550585627555847,0.367088258266449,0.39684563875198364,0.3961888551712036,0.3651416599750519,0.540378749370575,0.5597727298736572,0.5824578404426575,0.5790339112281799,0.5400562882423401,0.5585213899612427,0.530851423740387,0.5460239052772522,0.5466604828834534,0.5331580638885498,0.018181348219513893,0.017121542245149612,0.015323251485824585,0.014104252681136131,0.06007787585258484,0.017747817561030388,0.11565181612968445,0.04246484488248825,0.04397254064679146,0.125333771109581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/Users/josephkamil/Desktop/Capstone/bench press/bench press_57.mp4,bench press_57.mp4,Capstone_unused,bench_press,non_olympic,capstone_bench_press_bench_press_57,candidate,yes,e93ea911ea3130362522a9e8c405aa850343428c88ec6535037044b8f581923b,100,91,0.91,91.0,1.0,0.0,1.0,1.0,0.0,0.6222222447395325,0.4000000059604645,0.11837509274482727,0.013489880599081516,0.08681350946426392,0.007799478247761726,122.57161712646484,140.65530395507812,133.2858123779297,92.8355712890625,96.40831756591797,65.7224349975586,61.10218811035156,76.67071533203125,85.64249420166016,90.06764221191406,172.90167236328125,176.44216918945312,171.7353973388672,132.1834716796875,80.09669494628906,87.21906280517578,91.4708251953125,88.77281188964844,84.19737243652344,100.22135925292969,171.36814880371094,170.08135986328125,165.802490234375,100.25542449951172,50.98392868041992,53.23971939086914,57.77735900878906,62.67875289916992,75.9131851196289,128.6518096923828,73.35401153564453,72.65841674804688,72.96554565429688,85.74424743652344,57.77558135986328,68.8575439453125,69.70027923583984,72.56129455566406,74.76416778564453,97.36177062988281,0.342140793800354,0.33836352825164795,0.34019753336906433,0.5634893774986267,0.6068345308303833,0.5757508277893066,0.5365475416183472,0.5098884105682373,0.49243417382240295,0.4552677571773529,0.726241409778595,0.7223227620124817,0.7144523859024048,0.7189574837684631,0.6258284449577332,0.6490122675895691,0.6440775990486145,0.6234917640686035,0.5803855061531067,0.7716244459152222,0.7941696643829346,0.7944612503051758,0.7849010825157166,0.735877275466919,0.7610194087028503,0.7454158067703247,0.7363080978393555,0.7010087966918945,0.653438150882721,0.7282414436340332,0.3854348957538605,0.38575223088264465,0.3766332268714905,0.2176315188407898,0.13887637853622437,0.19093622267246246,0.21077516674995422,0.20287437736988068,0.18108195066452026,0.3969656229019165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/Users/josephkamil/Desktop/Capstone/bench press/bench press_58.mp4,bench press_58.mp4,Capstone_unused,bench_press,non_olympic,capstone_bench_press_bench_press_58,candidate,yes,eb5ec7ef3b76fa5c15ae1bdf0a07b6400b50b5d47c8cfb81b05658be63bc0062,46,44,0.9565217391304348,44.0,1.0,0.0,1.0,1.0,0.0,0.27906978130340576,0.3488371968269348,0.058039844036102295,0.012157737277448177,0.006810903549194336,0.0016700431006029248,113.47900390625,129.27651977539062,115.11949157714844,136.7370147705078,137.2386932373047,135.11700439453125,122.23658752441406,112.6364974975586,114.72547149658203,121.06913757324219,164.8262481689453,143.79457092285156,131.86085510253906,111.30717468261719,119.56242370605469,125.79290008544922,142.14369201660156,142.53579711914062,143.1840362548828,132.735107421875,142.2914276123047,120.83757781982422,54.66144561767578,56.447696685791016,47.583866119384766,113.00881958007812,148.83807373046875,153.52505493164062,148.26495361328125,150.83218383789062,74.81336212158203,80.12921142578125,81.68843078613281,84.05390167236328,83.8930435180664,87.0245361328125,81.8182144165039,85.23657989501953,86.51165008544922,91.0521011352539,0.359296590089798,0.4153399169445038,0.40420737862586975,0.4153696298599243,0.40978485345840454,0.39865297079086304,0.36858928203582764,0.32577210664749146,0.2992385923862457,0.28968754410743713,0.43080949783325195,0.43292319774627686,0.4360014498233795,0.4414511024951935,0.4416612684726715,0.4325587749481201,0.4313034117221832,0.4345598816871643,0.4353397786617279,0.44238632917404175,0.4554964005947113,0.4489673674106598,0.4495120644569397,0.4509959816932678,0.45167794823646545,0.43726474046707153,0.44354313611984253,0.441986083984375,0.44075918197631836,0.4407373368740082,0.0751783698797226,0.03680327162146568,0.03659448027610779,0.036375757306814194,0.04253435879945755,0.0494152307510376,0.06425483524799347,0.11011616140604019,0.1366538107395172,0.15313223004341125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/Users/josephkamil/Desktop/Capstone/bench press/bench press_59.mp4,bench press_59.mp4,Capstone_unused,bench_press,non_olympic,capstone_bench_press_bench_press_59,candidate,yes,0250fd49e9c324d3ce915dfdaed424fc40d4e8b2e2d15ec92d52971d0856a101,150,150,1.0,150.0,0.8399999737739563,0.0,1.0,1.0,6.0,0.10067114233970642,0.033557046204805374,0.03643304109573364,0.008299068547785282,0.006411433219909668,0.0010905878152698278,122.00346374511719,132.18235778808594,150.10394287109375,144.56918334960938,151.5500030517578,132.72586059570312,148.63803100585938,133.1904754638672,131.80474853515625,156.13385009765625,164.00196838378906,166.2515411376953,165.6614532470703,172.83433532714844,178.3407440185547,173.66543579101562,168.62232971191406,174.73597717285156,170.19406127929688,175.87930297851562,98.05509948730469,106.39445495605469,104.9911117553711,153.32748413085938,170.25262451171875,147.23280334472656,106.526123046875,115.26367950439453,110.74852752685547,156.5803680419922,58.86338806152344,64.6328125,60.96685028076172,59.93429946899414,60.746280670166016,61.131187438964844,61.1117057800293,67.48140716552734,63.15816116333008,61.86977005004883,0.48499175906181335,0.6123901009559631,0.5242220759391785,0.3750782012939453,0.35658392310142517,0.3911215364933014,0.5276619791984558,0.6253032088279724,0.5006965398788452,0.36721071600914,0.5966184139251709,0.6077575087547302,0.6009296774864197,0.5909923911094666,0.5904861092567444,0.5951508283615112,0.6035749316215515,0.6197341680526733,0.6071141958236694,0.5937953591346741,0.6570590734481812,0.6547309160232544,0.6588525176048279,0.656611979007721,0.6542827486991882,0.6585012674331665,0.6623625159263611,0.660617470741272,0.6628847122192383,0.6581547856330872,0.11453840881586075,0.0296421330422163,0.08763416856527328,0.21701201796531677,0.2344081997871399,0.2046559751033783,0.07904133945703506,0.015442884527146816,0.10802038758993149,0.2275685966014862,1.0,0.3333333432674408,0.800000011920929,1.0,1.0,1.0,1.0,0.2666666805744171,1.0,1.0
