path,folder,filename,size_mb,reviewed_label,angle,include,notes,olympic_gate_label,source_id,split,content_sha256,duplicate_count,canonical_content_sha256,total_frames,pose_frames,pose_ratio,knee_mean,knee_std,knee_min,knee_max,knee_delta,hip_mean,hip_std,hip_min,hip_max,hip_delta,elbow_mean,elbow_std,elbow_min,elbow_max,elbow_delta,shoulder_mean,shoulder_std,shoulder_min,shoulder_max,shoulder_delta,wrist_y_mean,wrist_y_std,wrist_y_min,wrist_y_max,wrist_y_delta,hip_y_mean,hip_y_std,hip_y_min,hip_y_max,hip_y_delta,wrist_shoulder_distance_mean,wrist_shoulder_distance_std,wrist_shoulder_distance_min,wrist_shoulder_distance_max,wrist_shoulder_distance_delta,overhead_ratio,has_overhead,first_overhead_pct,last_overhead_pct,overhead_span_pct,min_knee_angle,min_hip_angle,max_elbow_angle,max_shoulder_angle,min_knee_time_pct,min_hip_time_pct,max_wrist_motion,mean_wrist_motion,max_hip_motion,mean_hip_motion,overhead_near_bottom,late_overhead_flag,early_min_knee,late_min_knee,pad_0,pad_1,pad_2,pad_3,pad_4,pad_5,pad_6,pad_7,pad_8,pad_9,pad_10,pad_11,pad_12,pad_13,pad_14,pad_15,pad_16,pad_17,pad_18,pad_19,pad_20,pad_21,pad_22,pad_23,pad_24,pad_25
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0009.mp4,clean,clean_from_cj_0009.mp4,0.16,clean,,yes,,olympic,clean_sha_624c00d8eafd2d9e,train,624c00d8eafd2d9e4cf04417930b1100b4c796bd330c4a1b66375f5e22dbc713,2.0,624c00d8eafd2d9e4cf04417930b1100b4c796bd330c4a1b66375f5e22dbc713,125,114,0.912,116.20700073242188,54.683258056640625,1.8663357496261597,179.09530639648438,125.70042419433594,114.79444122314452,51.73384094238281,7.946754455566406,169.66954040527344,36.21989440917969,135.79751586914062,46.568790435791016,6.382302761077881,178.20579528808594,-110.4921875,0.0,0.0,0.0,0.0,0.0,0.5548899173736572,0.0493962652981281,0.4721791744232178,0.6517669558525085,-0.0700666606426239,0.5849355459213257,0.0390535742044448,0.5144550204277039,0.641034722328186,0.082805335521698,0.056663129478693,0.0285690706223249,0.0011139408452436,0.1032589823007583,-0.041444681584835,0.2017543911933899,1.0,0.4561403393745422,0.9912280440330504,0.5438596606254578,1.8663357496261597,7.946754455566406,178.20579528808594,0.0,0.5350877046585083,0.5350877046585083,0.0483922362327575,0.0082547897472977,0.0484896302223205,0.0042047086171805,0.0,1.0,1.8663357496261597,6.937337398529053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0084.mp4,clean,clean_from_cj_0084.mp4,0.13,clean,,yes,,olympic,clean_sha_f79539f1f60fea5e,train,f79539f1f60fea5ef73eb32bad2f4db4cbb5f3a2da07e5a0911c4162864aee81,1.0,f79539f1f60fea5ef73eb32bad2f4db4cbb5f3a2da07e5a0911c4162864aee81,93,93,1.0,127.32443237304688,43.21506881713867,46.65078353881836,179.28912353515625,49.05195617675781,123.35628509521484,36.62404251098633,47.69353485107422,170.1636199951172,54.50639343261719,112.14443969726562,61.158935546875,21.026092529296875,179.05467224121094,-41.53205871582031,0.0,0.0,0.0,0.0,0.0,0.6213355660438538,0.1194786578416824,0.4566641747951507,0.836367130279541,-0.3783885240554809,0.7157779932022095,0.0628113895654678,0.611551821231842,0.8205137252807617,-0.0878820419311523,0.0722612515091896,0.064689964056015,0.0017993425717577,0.1973724365234375,-0.1245213821530342,0.5806451439857483,1.0,0.3548386991024017,0.9892473220825196,0.6451612710952759,46.65078353881836,47.69353485107422,179.05467224121094,0.0,0.4838709533214569,0.5806451439857483,0.0562056899070739,0.0078083695843815,0.0507298707962036,0.0063781840726733,0.875,0.0,46.65078353881836,62.6695442199707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0117.mp4,clean,clean_from_cj_0117.mp4,0.12,clean,,yes,,olympic,clean_sha_fa79cf8aa392e18d,train,fa79cf8aa392e18ddaef264e244b52a39b41917765b45c2a554cc906bfac5e12,1.0,fa79cf8aa392e18ddaef264e244b52a39b41917765b45c2a554cc906bfac5e12,115,115,1.0,138.66990661621094,49.46956253051758,1.5655231475830078,179.1527862548828,41.57440185546875,138.0689697265625,48.117652893066406,1.7977242469787598,179.3253173828125,56.261962890625,119.48825073242188,59.50471496582031,3.665532112121582,177.69602966308594,-77.0336685180664,0.0,0.0,0.0,0.0,0.0,0.5022299885749817,0.1243742927908897,0.2838266491889953,0.6579434871673584,-0.31734299659729,0.5646884441375732,0.0893678218126297,0.4665005505084991,0.7745636701583862,0.0558091402053833,0.1037428975105285,0.084711879491806,0.0097730029374361,0.2207853198051452,-0.1775224506855011,0.3478260934352875,1.0,0.469565212726593,0.991304337978363,0.530434787273407,1.5655231475830078,1.7977242469787598,177.69602966308594,0.0,0.6086956262588501,0.530434787273407,0.0368082225322723,0.0087465867400169,0.0737906098365783,0.0075823129154741,0.5,1.0,9.077474594116213,1.5655231475830078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0144.mp4,clean,clean_from_cj_0144.mp4,0.13,clean,,yes,,olympic,clean_sha_d2013fdd9120c7df,dev,d2013fdd9120c7df320316adbcee519931556f8c3c49faf136af69f21b24930f,1.0,d2013fdd9120c7df320316adbcee519931556f8c3c49faf136af69f21b24930f,110,110,1.0,136.915283203125,39.49054718017578,35.42535400390625,177.19802856445312,41.094146728515625,130.2043914794922,34.27916717529297,41.820438385009766,168.3342742919922,39.45347595214844,71.12289428710938,71.99498748779297,10.81173610687256,177.15975952148438,-147.9009246826172,0.0,0.0,0.0,0.0,0.0,0.4563592076301574,0.1347316652536392,0.2272562086582183,0.6509431600570679,-0.4217438399791717,0.574934184551239,0.1137940660119056,0.4280539751052856,0.8252950310707092,-0.0301659703254699,0.0855288431048393,0.1039217039942741,0.0011534350924193,0.2418795078992843,-0.212969496846199,0.6181818246841431,1.0,0.3545454442501068,0.9909090995788574,0.6454545259475708,35.42535400390625,41.820438385009766,177.15975952148438,0.0,0.4181818068027496,0.4181818068027496,0.0476083755493164,0.0074499603360891,0.1172539591789245,0.0084373904392123,1.0,0.0,35.42535400390625,118.22598266601562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0220.mp4,clean,clean_from_cj_0220.mp4,0.16,clean,,yes,,olympic,clean_sha_9d430da8ae1e75d6,test,9d430da8ae1e75d6695cef9dfa635fe55fee373ea33c07b168ecb5636bd897ee,1.0,9d430da8ae1e75d6695cef9dfa635fe55fee373ea33c07b168ecb5636bd897ee,123,73,0.5934959349593496,146.33937072753906,41.14897537231445,54.06036758422851,179.0684051513672,114.19255828857422,139.75291442871094,54.91653060913086,8.74779987335205,177.95321655273438,165.92388916015625,101.71078491210938,29.385982513427734,26.9332275390625,171.47369384765625,30.31881332397461,0.0,0.0,0.0,0.0,0.0,0.4391577243804931,0.1064818874001503,0.3228099346160888,0.587977409362793,-0.2448737025260925,0.561437726020813,0.0659171491861343,0.4959348440170288,0.6590547561645508,-0.0933656692504882,0.0539618283510208,0.0189224723726511,0.0183139182627201,0.0973532646894455,0.0100810080766677,0.5479452013969421,1.0,0.0,0.9863013625144958,1.0,54.06036758422851,8.74779987335205,171.47369384765625,0.0,0.1095890402793884,0.0,0.2271046638488769,0.0100439125671982,0.1581574976444244,0.0074893715791404,1.0,0.0,54.06036758422851,163.3988494873047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0113.mp4,clean,clean_from_cj_0113.mp4,0.04,clean,,yes,,olympic,clean_sha_ad05499c6bf60de5,train,ad05499c6bf60de55e4cae9ecad15b66c5f4e7ce8356e8f1fe1b95c2e78eb955,1.0,ad05499c6bf60de55e4cae9ecad15b66c5f4e7ce8356e8f1fe1b95c2e78eb955,63,60,0.9523809523809524,120.0623779296875,28.673133850097656,39.069976806640625,164.54083251953125,11.796066284179688,128.10646057128906,28.714258193969727,56.76429748535156,174.2698516845703,31.364791870117188,132.59466552734375,40.34099578857422,21.80055809020996,174.62136840820312,-139.17987060546875,0.0,0.0,0.0,0.0,0.0,0.5175343155860901,0.0650344714522361,0.3127237856388092,0.6377419233322144,-0.2224588096141815,0.57317054271698,0.0635501742362976,0.4405640363693237,0.6743443012237549,-0.0518198609352111,0.0874398425221443,0.0387832187116146,0.0140514485538005,0.1614112108945846,-0.0132332295179367,0.0833333358168602,1.0,0.0,0.9833333492279052,1.0,39.069976806640625,56.76429748535156,174.62136840820312,0.0,0.0333333350718021,0.6499999761581421,0.1418682932853698,0.0199816450476646,0.0439742803573608,0.0095121972262859,0.0,0.0,39.069976806640625,70.6337890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0068.mp4,clean,clean_from_cj_0068.mp4,0.09,clean,,yes,,olympic,clean_sha_37fce67b65d5d955,dev,37fce67b65d5d9555c6aa0b86f0f14a60324abaecb2d645468d4b34915298590,1.0,37fce67b65d5d9555c6aa0b86f0f14a60324abaecb2d645468d4b34915298590,66,66,1.0,162.9202117919922,25.681482315063477,48.20186996459961,179.2359619140625,130.9950714111328,160.8839111328125,28.35915184020996,30.65420150756836,178.6177520751953,143.9862060546875,70.76920318603516,59.23594284057617,14.632855415344238,178.35626220703125,-138.8344268798828,0.0,0.0,0.0,0.0,0.0,0.5768892168998718,0.1059320345520973,0.4875155687332153,0.8361415863037109,-0.3440735638141632,0.6635385751724243,0.0360410138964653,0.6240546703338623,0.7584777474403381,-0.126467227935791,0.0454243458807468,0.0574979595839977,0.0024027209728956,0.1773750185966491,-0.1681357473134994,0.5151515007019043,1.0,0.3484848439693451,0.9242424368858336,0.5909090638160706,48.20186996459961,30.65420150756836,178.35626220703125,0.0,0.0,0.0,0.0767730474472045,0.0071715782396495,0.0485109090805053,0.0056068897247314,0.0,0.0,48.20186996459961,172.09986877441406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0104.mp4,clean,clean_from_cj_0104.mp4,0.12,clean,,yes,,olympic,clean_sha_bf2b633684004f85,train,bf2b633684004f85e308cd1e0e56fc4b9e3ec20e0327de4542a45c707aecbea7,1.0,bf2b633684004f85e308cd1e0e56fc4b9e3ec20e0327de4542a45c707aecbea7,63,58,0.9206349206349206,84.90828704833984,53.76833724975586,29.8741397857666,177.7625274658203,-83.33493041992188,87.60431671142578,46.20125198364258,42.2424430847168,178.30764770507812,8.420162200927734,155.69371032714844,26.21083641052246,11.17673397064209,177.61708068847656,86.35646057128906,0.0,0.0,0.0,0.0,0.0,0.6170166730880737,0.1293157190084457,0.4638652205467224,0.9131459593772888,-0.3655533194541931,0.765243649482727,0.0807379037141799,0.607839822769165,0.8648611307144165,0.0913298726081848,0.1334995627403259,0.0469676107168197,0.0317642465233802,0.2203757762908935,0.0986104235053062,0.5862069129943848,1.0,0.4137931168079376,0.982758641242981,0.5862069129943848,29.8741397857666,42.2424430847168,177.61708068847656,0.0,0.5344827771186829,0.0,0.1249979734420776,0.028325866907835,0.0977698564529419,0.0129087194800376,1.0,0.0,33.186100006103516,29.8741397857666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0177.mp4,clean,clean_from_cj_0177.mp4,0.1,clean,,yes,,olympic,clean_sha_cc548845cd8296ed,dev,cc548845cd8296edeb19f8dcad8d485ddd85fd82a72a080c88901b4c2343bc9e,2.0,cc548845cd8296edeb19f8dcad8d485ddd85fd82a72a080c88901b4c2343bc9e,63,63,1.0,110.57984161376952,45.279544830322266,31.18383026123047,175.27130126953125,86.80286407470703,105.8991241455078,41.27738571166992,39.9261474609375,167.52796936035156,97.80645751953124,167.30242919921875,10.017324447631836,146.2759552001953,179.09344482421875,-0.2016143798828125,0.0,0.0,0.0,0.0,0.0,0.5192683339118958,0.1656463593244552,0.2632990479469299,0.801052451133728,-0.5350447297096252,0.7001698017120361,0.0753685534000396,0.5787150859832764,0.824952244758606,-0.083349585533142,0.1393459588289261,0.0286027900874614,0.0272595398128032,0.1642368882894516,0.0052550733089447,0.5873016119003296,1.0,0.4126984179019928,0.9841269850730896,0.5873016119003296,31.18383026123047,39.9261474609375,179.09344482421875,0.0,0.6190476417541504,0.6190476417541504,0.0342315435409545,0.0102429213002324,0.0575688481330871,0.0096579808741807,1.0,0.0,38.7734260559082,31.18383026123047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0185.mp4,clean,clean_from_cj_0185.mp4,0.17,clean,,yes,,olympic,clean_sha_cf763ab684c0b201,train,cf763ab684c0b20145ddfcb7b664cb519cba283e74b4cb9f2285df8eb1bafe98,1.0,cf763ab684c0b20145ddfcb7b664cb519cba283e74b4cb9f2285df8eb1bafe98,105,105,1.0,121.02726745605467,43.208587646484375,33.88494873046875,172.6055145263672,65.11480712890625,120.81145477294922,42.26811218261719,36.97947311401367,178.2162322998047,74.5469741821289,147.5425567626953,36.967140197753906,8.285528182983398,178.9695587158203,-1.581085205078125,0.0,0.0,0.0,0.0,0.0,0.493838757276535,0.0991910398006439,0.3228699564933777,0.6555371284484863,-0.3084938526153564,0.5783684253692627,0.0634621009230613,0.454861432313919,0.7044547200202942,-0.0557109117507934,0.0834420397877693,0.0543585307896137,0.0127894626930356,0.1672879606485366,-0.1022338345646858,0.3142857253551483,1.0,0.4000000059604645,0.9904761910438538,0.6000000238418579,33.88494873046875,36.97947311401367,178.9695587158203,0.0,0.4952380955219269,0.5809524059295654,0.1480605006217956,0.0099074952304363,0.0473023653030395,0.0060459272935986,0.625,0.0,33.88494873046875,39.74580001831055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
