path,filename,folder,reviewed_label,olympic_gate_label,source_id,split,include,canonical_content_sha256,total_frames,pose_frames,pose_ratio,knee_mean,knee_std,knee_min,knee_max,knee_delta,hip_mean,hip_std,hip_min,hip_max,hip_delta,elbow_mean,elbow_std,elbow_min,elbow_max,elbow_delta,shoulder_mean,shoulder_std,shoulder_min,shoulder_max,shoulder_delta,wrist_y_mean,wrist_y_std,wrist_y_min,wrist_y_max,wrist_y_delta,hip_y_mean,hip_y_std,hip_y_min,hip_y_max,hip_y_delta,wrist_shoulder_distance_mean,wrist_shoulder_distance_std,wrist_shoulder_distance_min,wrist_shoulder_distance_max,wrist_shoulder_distance_delta,overhead_ratio,has_overhead,first_overhead_pct,last_overhead_pct,overhead_span_pct,min_knee_angle,min_hip_angle,max_elbow_angle,max_shoulder_angle,min_knee_time_pct,min_hip_time_pct,max_wrist_motion,mean_wrist_motion,max_hip_motion,mean_hip_motion,overhead_near_bottom,late_overhead_flag,early_min_knee,late_min_knee,pad_0,pad_1,pad_2,pad_3,pad_4,pad_5,pad_6,pad_7,pad_8,pad_9,pad_10,pad_11,pad_12,pad_13,pad_14,pad_15,pad_16,pad_17,pad_18,pad_19,pad_20,pad_21,pad_22,pad_23,pad_24,pad_25
/Users/josephkamil/Desktop/Capstone/Back squats- forward lean.mov,Back squats- forward lean.mov,Capstone_unused,squat_back,non_olympic,capstone_squat_back_back_squats-_forward_lean,candidate,yes,f37f3fb1ccd1dbbd6ecd0c0cd09731db1857a33e7e577fd1197f57e1d3465e72,697,635,0.9110473457675753,159.43316650390625,29.191383361816406,4.36827278137207,179.7416229248047,-39.300262451171875,147.19642639160156,41.858863830566406,0.5784631967544556,179.72674560546875,-77.42081451416016,46.011390686035156,51.73774719238281,1.3512592315673828,179.66314697265625,139.91961669921875,0.0,0.0,0.0,0.0,0.0,0.5202305316925049,0.16632598638534546,-0.23760396242141724,1.018414855003357,0.93287193775177,0.6184130311012268,0.2219191938638687,-1.3647348880767822,0.8997424840927124,1.9555418491363525,0.12280172854661942,0.20131021738052368,0.003883377183228731,0.866533100605011,0.7197535037994385,0.11023622006177902,1.0,0.0,0.9291338324546814,0.930708646774292,4.36827278137207,0.5784631967544556,179.66314697265625,0.0,0.0031496062874794006,0.8992125988006592,0.5710079073905945,0.013050413690507412,1.7995489835739136,0.011346344836056232,0.125,0.0,4.36827278137207,5.224032878875732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/backsquat_short.mov,backsquat_short.mov,Capstone_unused,squat_back,non_olympic,capstone_squat_back_backsquat_short,candidate,yes,4e0f10b64ee6e8106f011c6b196be9442bd8db2edea54585b55fb969aadc66c7,240,239,0.9958333333333333,160.85281372070312,20.610803604125977,112.9642562866211,179.4359130859375,-38.730926513671875,158.82901000976562,23.880098342895508,107.08889770507812,179.30731201171875,-49.82817840576172,27.705615997314453,38.03547668457031,1.168306589126587,178.3409423828125,-69.22827911376953,0.0,0.0,0.0,0.0,0.0,0.3765365183353424,0.07686062902212143,0.16856396198272705,0.5007644891738892,0.2789609432220459,0.5351410508155823,0.03597483038902283,0.37826281785964966,0.6058388948440552,0.2106432318687439,0.05443739891052246,0.024015428498387337,0.011635164730250835,0.14035290479660034,-0.01428326778113842,0.1589958220720291,1.0,0.0,0.5104602575302124,0.5146443247795105,112.9642562866211,107.08889770507812,178.3409423828125,0.0,0.5523012280464172,0.5523012280464172,0.13359370827674866,0.0077936663292348385,0.06492555141448975,0.0027735696639865637,0.0,0.0,114.69386291503906,112.9642562866211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/backsquat_test_8s.mov,backsquat_test_8s.mov,Capstone_unused,squat_back,non_olympic,capstone_squat_back_backsquat_test_8s,candidate,yes,cf3eb3107327e58aae8cbfd31290def319068aeb996f8ada648b8b0a76694190,241,212,0.8796680497925311,156.75906372070312,31.015472412109375,9.626954078674316,179.62371826171875,91.69520568847656,153.79879760742188,36.54525375366211,15.435012817382812,178.9979248046875,161.6390380859375,40.621360778808594,52.65864562988281,1.2885560989379883,179.4117889404297,-159.47933959960938,0.0,0.0,0.0,0.0,0.0,0.38642847537994385,0.14704199135303497,0.13737952709197998,1.0798789262771606,-0.09624925255775452,0.5021618008613586,0.11125495284795761,-0.02219986543059349,0.6041238307952881,0.513759195804596,0.06206028535962105,0.052066028118133545,0.007968188263475895,0.3806590437889099,-0.12638404965400696,0.21698112785816193,1.0,0.014150943607091904,0.6367924809455872,0.6273584961891174,9.626954078674316,15.435012817382812,179.4117889404297,0.0,0.08962263911962509,0.0,0.5517153739929199,0.01796857826411724,0.31684452295303345,0.007638263050466776,0.125,0.0,9.626954078674316,114.05595397949219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/OverheadSquat_one_rep_720p.mp4,OverheadSquat_one_rep_720p.mp4,Capstone_unused,overhead_squat,non_olympic,capstone_overhead_squat_overheadsquat_one_rep_720p,candidate,yes,96718fa46b1ce7ea204f5ca5bb1f1d99273c4b240c6f57e64d4f4b8efa6797be,144,144,1.0,132.66571044921875,55.14393997192383,42.4091911315918,179.6411590576172,0.8253631591796875,141.45758056640625,43.40957260131836,67.57749938964844,179.38992309570312,-1.35491943359375,136.5916290283203,56.3345832824707,5.184886455535889,176.97039794921875,3.65582275390625,0.0,0.0,0.0,0.0,0.0,0.17847208678722382,0.08554542809724808,0.016320718452334404,0.31832635402679443,-0.0007730275392532349,0.6267540454864502,0.12950652837753296,0.4665830731391907,0.81244957447052,-0.01798945665359497,0.14564302563667297,0.07235833257436752,0.00685122050344944,0.27554166316986084,-0.012383818626403809,0.9375,1.0,0.0,0.9930555820465088,1.0,42.4091911315918,67.57749938964844,176.97039794921875,0.0,0.6111111044883728,0.5833333134651184,0.12489178776741028,0.014562391676008701,0.03892207145690918,0.0052716913633048534,1.0,0.0,43.201019287109375,42.4091911315918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/IdealPushPress2.mov,IdealPushPress2.mov,Capstone_unused,push_press,non_olympic,capstone_push_press_idealpushpress2,candidate,yes,aa2bad500a5f0f59e48923b42b6fa820f3910c48bfc303a2b27909e436f98812,845,758,0.8970414201183432,175.97528076171875,5.027703285217285,152.18296813964844,179.39576721191406,12.745132446289062,176.11659240722656,2.6189842224121094,164.10906982421875,179.5489501953125,1.20135498046875,60.85645294189453,66.73505401611328,1.0375169515609741,179.1447296142578,-69.06660461425781,0.0,0.0,0.0,0.0,0.0,0.33500978350639343,0.07334744930267334,0.1412963569164276,0.46977218985557556,0.017594456672668457,0.5800202488899231,0.014808342792093754,0.5498647093772888,0.6462116837501526,0.022873222827911377,0.04821089282631874,0.05438017100095749,0.0020120583940297365,0.19546228647232056,-0.01848350092768669,0.5923482775688171,1.0,0.0,0.9947229623794556,0.9960421919822693,152.18296813964844,164.10906982421875,179.1447296142578,0.0,0.748021125793457,0.5092348456382751,0.15969428420066833,0.00893958006054163,0.02739131450653076,0.0009547127992846072,1.0,0.0,154.18447875976562,152.18296813964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/idealPushPress.mov,idealPushPress.mov,Capstone_unused,push_press,non_olympic,capstone_push_press_idealpushpress,candidate,yes,5490577aab813bf36c61608773f68ebf30c3214df057848e652d0b97da7dc425,217,195,0.8986175115207373,177.2920684814453,4.599757671356201,158.11106872558594,179.38246154785156,-0.154632568359375,174.1792449951172,1.8740888833999634,168.65103149414062,179.41265869140625,-0.0803985595703125,41.06097412109375,70.42516326904297,1.2845488786697388,178.99134826660156,-5.66994047164917,0.0,0.0,0.0,0.0,0.0,0.37173619866371155,0.06805954873561859,0.23329181969165802,0.4608258605003357,-0.008256733417510986,0.5938775539398193,0.01396081130951643,0.5692609548568726,0.6460413932800293,-0.0035372376441955566,0.0432305745780468,0.05413226783275604,0.004014807287603617,0.15761277079582214,-0.0023305267095565796,0.9846153855323792,1.0,0.0,0.9948717951774597,1.0,158.11106872558594,168.65103149414062,178.99134826660156,0.0,0.25128206610679626,0.3333333432674408,0.16987238824367523,0.0025335645768791437,0.020258069038391113,0.0009366694721393287,1.0,0.0,158.11106872558594,178.13180541992188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/pushpress-youtube.mov,pushpress-youtube.mov,Capstone_unused,push_press,non_olympic,capstone_push_press_pushpress-youtube,candidate,yes,07b62af6eff2c63cf81a90a6dc24f9d05a65a53a2e3aecde81963941008943af,621,617,0.9935587761674718,171.64096069335938,5.353173732757568,155.17108154296875,179.2361602783203,14.74774169921875,170.5770721435547,2.6227409839630127,162.82606506347656,179.30633544921875,-0.80096435546875,62.04199981689453,72.11550903320312,2.0001447200775146,178.85671997070312,155.45867919921875,0.0,0.0,0.0,0.0,0.0,0.3587091565132141,0.0746331736445427,0.22761890292167664,0.43433618545532227,-0.14231105148792267,0.5516992211341858,0.020074496045708656,0.5207500457763672,0.5827604532241821,0.013215780258178711,0.0469866544008255,0.04715589061379433,0.012977257370948792,0.13453873991966248,0.11069484055042267,1.0,1.0,0.0,0.9983792304992676,1.0,155.17108154296875,162.82606506347656,178.85671997070312,0.0,0.2090761810541153,0.8395462036132812,0.04049493372440338,0.003024821635335684,0.016026020050048828,0.001166271511465311,1.0,0.0,155.17108154296875,163.3163299560547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/bench press/bench press_57.mp4,bench press_57.mp4,Capstone_unused,bench_press,non_olympic,capstone_bench_press_bench_press_57,candidate,yes,e93ea911ea3130362522a9e8c405aa850343428c88ec6535037044b8f581923b,100,91,0.91,96.42556762695312,27.994903564453125,56.62923812866211,148.79042053222656,-30.99561309814453,118.32295989990234,39.6854248046875,71.66300964355469,179.03550720214844,-69.8367919921875,103.94967651367188,49.32685089111328,39.55012130737305,172.42938232421875,-31.516006469726562,0.0,0.0,0.0,0.0,0.0,0.47586262226104736,0.10335790365934372,0.325187623500824,0.6696733236312866,0.11396649479866028,0.743316650390625,0.044645775109529495,0.6325582265853882,0.7989856004714966,-0.055024147033691406,0.2701056897640228,0.10185813903808594,0.0998089537024498,0.45546671748161316,0.041295379400253296,1.0,1.0,0.0,0.9890109896659851,1.0,56.62923812866211,71.66300964355469,172.42938232421875,0.0,0.6153846383094788,0.3956044018268585,0.11837509274482727,0.013489880599081516,0.08681350946426392,0.007799478247761726,1.0,0.0,64.0928955078125,56.62923812866211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/bench press/bench press_58.mp4,bench press_58.mp4,Capstone_unused,bench_press,non_olympic,capstone_bench_press_bench_press_58,candidate,yes,eb5ec7ef3b76fa5c15ae1bdf0a07b6400b50b5d47c8cfb81b05658be63bc0062,46,44,0.9565217391304348,123.5592041015625,14.409093856811523,101.08729553222656,163.3246612548828,13.796310424804688,135.40147399902344,15.856873512268066,97.48828125,173.0757598876953,-38.95014953613281,112.54015350341797,49.46656036376953,13.996136665344238,168.81161499023438,-1.419891357421875,0.0,0.0,0.0,0.0,0.0,0.3675729036331177,0.048093728721141815,0.28516948223114014,0.43128642439842224,-0.057070016860961914,0.44608354568481445,0.005924512166529894,0.4337010681629181,0.4593620300292969,-0.018588900566101074,0.0751502588391304,0.043441545218229294,0.028161566704511642,0.15525034070014954,0.06773296743631363,1.0,1.0,0.0,0.9772727489471436,1.0,101.08729553222656,97.48828125,168.81161499023438,0.0,0.27272728085517883,0.34090909361839294,0.058039844036102295,0.012157737277448177,0.006810903549194336,0.0016700431006029248,1.0,0.0,101.08729553222656,108.15777587890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/josephkamil/Desktop/Capstone/bench press/bench press_59.mp4,bench press_59.mp4,Capstone_unused,bench_press,non_olympic,capstone_bench_press_bench_press_59,candidate,yes,0250fd49e9c324d3ce915dfdaed424fc40d4e8b2e2d15ec92d52971d0856a101,150,150,1.0,140.2902069091797,15.411491394042969,105.61766052246094,177.6346893310547,-21.14850616455078,171.01869201660156,5.51227331161499,160.1088409423828,179.36257934570312,10.784210205078125,126.93724060058594,28.088077545166016,77.77972412109375,172.33645629882812,53.248085021972656,0.0,0.0,0.0,0.0,0.0,0.4765259921550751,0.10211270302534103,0.3533698320388794,0.6424802541732788,-0.08481824398040771,0.6584058403968811,0.004354055505245924,0.65001380443573,0.6722158789634705,-0.0029399991035461426,0.13179640471935272,0.08502683788537979,0.005919244140386581,0.24362576007843018,0.08508166670799255,0.8399999737739563,1.0,0.0,0.9933333396911621,1.0,105.61766052246094,160.1088409423828,172.33645629882812,0.0,0.10000000149011612,0.03333333507180214,0.03643304109573364,0.008299068547785282,0.006411433219909668,0.0010905878152698278,0.625,0.0,105.61766052246094,113.58082580566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
