family,exercise_label,video,name,source_group,knee_mean,knee_std,knee_min,knee_max,knee_delta,hip_mean,hip_std,hip_min,hip_max,hip_delta,elbow_mean,elbow_std,elbow_min,elbow_max,elbow_delta,shoulder_mean,shoulder_std,shoulder_min,shoulder_max,shoulder_delta,wrist_y_mean,wrist_y_std,wrist_y_min,wrist_y_max,wrist_y_delta,hip_y_mean,hip_y_std,hip_y_min,hip_y_max,hip_y_delta,wrist_shoulder_distance_mean,wrist_shoulder_distance_std,wrist_shoulder_distance_min,wrist_shoulder_distance_max,wrist_shoulder_distance_delta,overhead_ratio,has_overhead,first_overhead_pct,last_overhead_pct,overhead_span_pct,min_knee_angle,min_hip_angle,max_elbow_angle,max_shoulder_angle,min_knee_time_pct,min_hip_time_pct,max_wrist_motion,mean_wrist_motion,max_hip_motion,mean_hip_motion,overhead_near_bottom,late_overhead_flag,early_min_knee,late_min_knee,wrist_velocity_mean,wrist_velocity_peak,hip_velocity_mean,hip_velocity_peak,knee_velocity_mean,knee_velocity_peak,elbow_velocity_mean,elbow_velocity_peak,bottom_to_overhead_time,early_late_overhead_delta,wrist_path_length,hip_path_length,wrist_vertical_range,hip_vertical_range,overhead_jitter,late_wrist_y_std
bodyweight,push_up,/Users/josephkamil/Desktop/Capstone/push-up/push-up_1.mp4,push-up_1.mp4,push_up:push-up_1,176.40478515625,2.8919739723205566,167.15768432617188,179.6225128173828,-5.9454345703125,168.30313110351562,11.044604301452637,136.02842712402344,179.6276092529297,42.51622009277344,150.5026092529297,22.70119857788086,104.19341278076172,175.906494140625,-44.001556396484375,0.0,0.0,0.0,0.0,0.0,0.9358123540878296,0.04538720101118088,0.865568995475769,1.0276011228561401,-0.043055176734924316,0.6649020314216614,0.07764048129320145,0.5201178789138794,0.7802687883377075,0.22850584983825684,0.31589823961257935,0.113441102206707,0.12677855789661407,0.4351154565811157,-0.2259337455034256,0.0,0.0,1.0,0.0,0.0,167.15768432617188,136.02842712402344,175.906494140625,0.0,0.6733333468437195,0.0,0.08806765079498291,0.009079203009605408,0.02919912338256836,0.0065770987421274185,0.0,1.0,172.01417541503906,167.15768432617188,0.009079203009605408,0.08806765079498291,0.0065770987421274185,0.02919912338256836,0.7527398467063904,3.340576171875,2.289651393890381,11.651954650878906,0.3266666531562805,-1.0,1.3528012037277222,0.9799877405166626,0.1620321273803711,0.2601509094238281,0.0,0.043364595621824265
bodyweight,push_up,/Users/josephkamil/Desktop/Capstone/push-up/push-up_2.mp4,push-up_2.mp4,push_up:push-up_2,174.75843811035156,2.847045421600342,168.82252502441406,179.5948028564453,1.2640838623046875,175.0751495361328,3.1872901916503906,166.76763916015625,179.644775390625,6.927093505859375,149.5272979736328,24.11625099182129,99.3483657836914,173.2547607421875,32.158966064453125,0.0,0.0,0.0,0.0,0.0,0.9320923686027527,0.03754593804478645,0.8755764961242676,1.0036898851394653,0.02818220853805542,0.6816770434379578,0.06669579446315765,0.5840527415275574,0.785010576248169,-0.10819065570831299,0.32036808133125305,0.10183258354663849,0.15237024426460266,0.42586255073547363,0.21680894494056702,0.0,0.0,1.0,0.0,0.0,168.82252502441406,166.76763916015625,173.2547607421875,0.0,0.03333333507180214,0.12666666507720947,0.056626856327056885,0.008245466277003288,0.026575028896331787,0.005841679871082306,0.0,1.0,168.82252502441406,169.45787048339844,0.008245466277003288,0.056626856327056885,0.005841679871082306,0.026575028896331787,0.6861690282821655,2.744720458984375,2.1259634494781494,12.267601013183594,0.9666666388511658,-1.0,1.228574514389038,0.8704103231430054,0.12811338901519775,0.20095783472061157,0.0,0.040485940873622894
bodyweight,push_up,/Users/josephkamil/Desktop/Capstone/push-up/push-up_3.mp4,push-up_3.mp4,push_up:push-up_3,173.9327850341797,2.902926206588745,168.93002319335938,179.1252899169922,4.468780517578125,176.6116180419922,2.4112765789031982,171.53045654296875,179.6434326171875,-3.1365509033203125,151.7527618408203,20.244754791259766,112.57487487792969,174.4188690185547,-45.06340789794922,0.0,0.0,0.0,0.0,0.0,0.92886883020401,0.04911930114030838,0.8510359525680542,1.0276167392730713,-0.09254264831542969,0.6983857154846191,0.06280631572008133,0.6185039281845093,0.7918263077735901,0.1656927466392517,0.30463892221450806,0.11609601974487305,0.11504040658473969,0.4329354465007782,-0.3037821352481842,0.0,0.0,1.0,0.0,0.0,168.93002319335938,171.53045654296875,174.4188690185547,0.0,0.24666666984558105,0.9933333396911621,0.08062243461608887,0.009285002015531063,0.02203434705734253,0.005612666718661785,0.0,1.0,168.93002319335938,169.53358459472656,0.009285002015531063,0.08062243461608887,0.005612666718661785,0.02203434705734253,0.6987829208374023,3.876190185546875,2.1224474906921387,10.037124633789062,0.753333330154419,-1.0,1.38346529006958,0.8362873196601868,0.1765807867050171,0.1733223795890808,0.0,0.04928388074040413
bodyweight,push_up,/Users/josephkamil/Desktop/Capstone/push-up/push-up_4.mp4,push-up_4.mp4,push_up:push-up_4,177.9854736328125,1.5165151357650757,172.99488830566406,179.61911010742188,2.1111907958984375,162.8141632080078,5.481222152709961,143.66868591308594,170.907470703125,17.837615966796875,122.90254974365234,41.09965896606445,47.58316421508789,173.64308166503906,-57.36006164550781,0.0,0.0,0.0,0.0,0.0,0.9145463109016418,0.017385708168148994,0.8726098537445068,0.9504218101501465,0.02686023712158203,0.6462332010269165,0.06432285159826279,0.5411139726638794,0.7419076561927795,0.1684093475341797,0.2960546612739563,0.10988199710845947,0.12628582119941711,0.4519779086112976,-0.16561822593212128,0.0,0.0,1.0,0.0,0.0,172.99488830566406,143.66868591308594,173.64308166503906,0.0,0.5066666603088379,0.006666666828095913,0.024478435516357422,0.00447135791182518,0.026977896690368652,0.005821122322231531,0.0,1.0,172.99488830566406,174.30084228515625,0.00447135791182518,0.024478435516357422,0.005821122322231531,0.026977896690368652,0.642641544342041,3.6147918701171875,3.5701839923858643,20.02845001220703,0.4933333396911621,-1.0,0.6662323474884033,0.867347240447998,0.07781195640563965,0.20079368352890015,0.0,0.01735818199813366
bodyweight,push_up,/Users/josephkamil/Desktop/Capstone/push-up/push-up_5.mp4,push-up_5.mp4,push_up:push-up_5,177.08534240722656,1.8969894647598267,171.3125762939453,179.60726928710938,-4.1511993408203125,169.10374450683594,2.5263824462890625,159.11106872558594,173.67344665527344,7.8948516845703125,124.32257843017578,39.53541946411133,64.00621795654297,171.41119384765625,43.723907470703125,0.0,0.0,0.0,0.0,0.0,0.9105014801025391,0.02084171026945114,0.8729851245880127,0.9553689956665039,0.02113962173461914,0.6645366549491882,0.0622553676366806,0.5822511911392212,0.7553171515464783,-0.04557543992996216,0.29089391231536865,0.11270219087600708,0.13243542611598969,0.4433998763561249,0.12001089751720428,0.0,0.0,1.0,0.0,0.0,171.3125762939453,159.11106872558594,171.41119384765625,0.0,0.5333333611488342,0.0,0.03277015686035156,0.004861313849687576,0.02363818883895874,0.005174601916223764,0.0,1.0,171.3125762939453,172.75942993164062,0.004861313849687576,0.03277015686035156,0.005174601916223764,0.02363818883895874,0.5415621995925903,3.648040771484375,3.3508119583129883,19.33991241455078,0.46666666865348816,-1.0,0.724335789680481,0.7710157036781311,0.08238387107849121,0.17306596040725708,0.0,0.02187526412308216
bodyweight,push_up,/Users/josephkamil/Desktop/Capstone/push-up/push-up_6.mp4,push-up_6.mp4,push_up:push-up_6,176.13778686523438,2.5950357913970947,169.66038513183594,179.622314453125,7.4964141845703125,171.6610870361328,2.1458277702331543,164.8076934814453,177.0869598388672,6.689483642578125,134.89602661132812,36.25326919555664,67.87384796142578,170.81924438476562,23.68865966796875,0.0,0.0,0.0,0.0,0.0,0.9118931293487549,0.017088748514652252,0.8715187311172485,0.943901538848877,-0.015858352184295654,0.6547773480415344,0.05992870032787323,0.588565468788147,0.7586910128593445,-0.043894410133361816,0.31796830892562866,0.10450071841478348,0.13631372153759003,0.43982088565826416,0.08539146184921265,0.0,0.0,1.0,0.0,0.0,169.66038513183594,164.8076934814453,170.81924438476562,0.0,0.0,0.0,0.04166531562805176,0.004487812519073486,0.023099243640899658,0.004774424247443676,0.0,1.0,169.66038513183594,171.48504638671875,0.004487812519073486,0.04166531562805176,0.004774424247443676,0.023099243640899658,0.6063252091407776,5.8675537109375,2.9300427436828613,13.780616760253906,1.0,-1.0,0.6686840653419495,0.7113891839981079,0.07238280773162842,0.1701255440711975,0.0,0.01937888376414776
bodyweight,push_up,/Users/josephkamil/Desktop/Capstone/push-up/push-up_7.mp4,push-up_7.mp4,push_up:push-up_7,176.7617950439453,2.0339853763580322,171.4554901123047,179.5941162109375,1.13079833984375,160.8192596435547,8.0725736618042,139.50619506835938,175.17398071289062,25.685714721679688,144.72509765625,27.646787643432617,87.8780517578125,173.7669219970703,-55.36286926269531,0.0,0.0,0.0,0.0,0.0,0.8605552315711975,0.0090583935379982,0.838401198387146,0.8855210542678833,0.006902813911437988,0.6107951998710632,0.06962191313505173,0.5040541291236877,0.7320974469184875,0.19614344835281372,0.2848622500896454,0.09024599194526672,0.1281726062297821,0.39293530583381653,-0.21076644957065582,0.0,0.0,1.0,0.0,0.0,171.4554901123047,139.50619506835938,173.7669219970703,0.0,0.6333333253860474,0.019999999552965164,0.014800012111663818,0.002602105960249901,0.024369895458221436,0.006444821134209633,0.0,1.0,172.43199157714844,171.4554901123047,0.002602105960249901,0.014800012111663818,0.006444821134209633,0.024369895458221436,0.7364102602005005,2.94281005859375,2.5610716342926025,13.495956420898438,0.36666667461395264,-1.0,0.38771378993988037,0.960278332233429,0.047119855880737305,0.2280433177947998,0.0,0.005817724857479334
bodyweight,push_up,/Users/josephkamil/Desktop/Capstone/push-up/push-up_9.mp4,push-up_9.mp4,push_up:push-up_9,176.46044921875,2.221813678741455,171.08349609375,179.61033630371094,-3.8094940185546875,170.68930053710938,3.837634325027466,164.94700622558594,179.62741088867188,-1.326934814453125,153.2220001220703,23.44405174255371,105.07596588134766,174.5482177734375,17.28857421875,0.0,0.0,0.0,0.0,0.0,0.8568336963653564,0.012403321452438831,0.8260678052902222,0.8780727386474609,-0.007520437240600586,0.631505012512207,0.06218684837222099,0.563117504119873,0.7433699369430542,-0.07196998596191406,0.2913035452365875,0.09083207696676254,0.1344636231660843,0.39113521575927734,0.11093050241470337,0.0,0.0,1.0,0.0,0.0,171.08349609375,164.94700622558594,174.5482177734375,0.0,0.8666666746139526,0.41333332657814026,0.014862895011901855,0.002153217326849699,0.023540794849395752,0.005332627333700657,0.0,1.0,171.2991485595703,171.08349609375,0.002153217326849699,0.014862895011901855,0.005332627333700657,0.023540794849395752,0.639715313911438,3.527984619140625,2.004772186279297,12.848762512207031,0.13333334028720856,-1.0,0.3208293914794922,0.794561505317688,0.05200493335723877,0.18025243282318115,0.0,0.014390491880476475
bodyweight,push_up,/Users/josephkamil/Desktop/Capstone/push-up/push-up_11.mp4,push-up_11.mp4,push_up:push-up_11,111.83084869384766,63.20170211791992,5.981061935424805,178.25076293945312,-125.1402587890625,92.81026458740234,77.80984497070312,3.4509875774383545,178.87925720214844,-6.450590133666992,109.52446746826172,58.15864944458008,30.562538146972656,178.47607421875,-26.6689453125,0.0,0.0,0.0,0.0,0.0,0.8476679921150208,0.0036209390964359045,0.841645359992981,0.8540328741073608,0.0031017065048217773,0.550429105758667,0.05211392417550087,0.46242016553878784,0.6256774663925171,0.07221114635467529,0.17633786797523499,0.08357921242713928,0.0482352152466774,0.30648303031921387,-0.08524833619594574,0.0,0.0,1.0,0.0,0.0,5.981061935424805,3.4509875774383545,178.47607421875,0.0,0.41333332657814026,0.3333333432674408,0.003798246383666992,0.0006343526183627546,0.029697060585021973,0.0059227063320577145,0.0,1.0,5.981061935424805,6.3273749351501465,0.0006343526183627546,0.003798246383666992,0.0059227063320577145,0.029697060585021973,17.038938522338867,138.99273681640625,5.826351165771484,32.87544250488281,0.5866666436195374,-1.0,0.09451854228973389,0.8824832439422607,0.012387514114379883,0.16325730085372925,0.0,0.003968100529164076
bodyweight,push_up,/Users/josephkamil/Desktop/Capstone/push-up/push-up_12.mp4,push-up_12.mp4,push_up:push-up_12,104.00230407714844,60.139610290527344,5.476512908935547,178.08851623535156,102.92791748046875,75.63052368164062,77.60124969482422,1.4691435098648071,178.1851806640625,150.3692626953125,124.03463745117188,53.3314094543457,31.697362899780273,176.78492736816406,-100.54570007324219,0.0,0.0,0.0,0.0,0.0,0.8487822413444519,0.0033085797913372517,0.8413962125778198,0.8544344902038574,-0.0017894506454467773,0.536005973815918,0.05126384645700455,0.4693683385848999,0.6299235820770264,0.06454569101333618,0.19942471385002136,0.0769054964184761,0.05757593363523483,0.290715754032135,-0.13092687726020813,0.0,0.0,1.0,0.0,0.0,5.476512908935547,1.4691435098648071,176.78492736816406,0.0,0.36666667461395264,0.8199999928474426,0.0029087066650390625,0.0005384491523727775,0.027834594249725342,0.005624425131827593,0.0,1.0,5.476512908935547,9.93061351776123,0.0005384491523727775,0.0029087066650390625,0.005624425131827593,0.027834594249725342,16.829320907592773,150.99209594726562,4.824271202087402,30.843307495117188,0.6333333253860474,-1.0,0.08022892475128174,0.8380393385887146,0.013038277626037598,0.16055524349212646,0.0,0.0024364409036934376
