video,path,label,frames_processed,pose_frames,total_frames,knee_mean,knee_std,knee_min,knee_max,knee_delta,hip_mean,hip_std,hip_min,hip_max,hip_delta,elbow_mean,elbow_std,elbow_min,elbow_max,elbow_delta,shoulder_mean,shoulder_std,shoulder_min,shoulder_max,shoulder_delta,wrist_y_mean,wrist_y_std,wrist_y_min,wrist_y_max,wrist_y_delta,hip_y_mean,hip_y_std,hip_y_min,hip_y_max,hip_y_delta,wrist_shoulder_distance_mean,wrist_shoulder_distance_std,wrist_shoulder_distance_min,wrist_shoulder_distance_max,wrist_shoulder_distance_delta,overhead_ratio,has_overhead,first_overhead_pct,last_overhead_pct,overhead_span_pct,min_knee_angle,min_hip_angle,max_elbow_angle,max_shoulder_angle,min_knee_time_pct,min_hip_time_pct,max_wrist_motion,mean_wrist_motion,max_hip_motion,mean_hip_motion,overhead_near_bottom,late_overhead_flag,early_min_knee,late_min_knee,wrist_velocity_mean,wrist_velocity_peak,hip_velocity_mean,hip_velocity_peak,knee_velocity_mean,knee_velocity_peak,elbow_velocity_mean,elbow_velocity_peak,bottom_to_overhead_time,early_late_overhead_delta,wrist_path_length,hip_path_length,wrist_vertical_range,hip_vertical_range,overhead_jitter,late_wrist_y_std
-38xT-m3Fr4_01080_01414.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/snatch_mp4/-38xT-m3Fr4_01080_01414.mp4,snatch,326,326,335,114.18701934814453,55.39527893066406,33.473384857177734,179.414794921875,13.28057861328125,100.36040496826172,51.16395568847656,36.372222900390625,179.31329345703125,133.53472900390625,172.57009887695312,5.827838897705078,148.6338348388672,179.20851135253906,-6.9474029541015625,0.0,0.0,0.0,0.0,0.0,0.5899496078491211,0.17185083031654358,0.3037278950214386,0.8217973113059998,-0.21587395668029785,0.7002492547035217,0.08140137046575546,0.5584245920181274,0.8228687047958374,0.04491627216339111,0.1317114233970642,0.027360694482922554,0.0411827452480793,0.2120470553636551,-0.04480569064617157,0.4631901979446411,1.0,0.349693238735199,0.8098159432411194,0.4631901979446411,33.473384857177734,36.372222900390625,179.20851135253906,0.0,0.5429447889328003,0.012269938364624977,0.07808732986450195,0.0057048313319683075,0.0881803035736084,0.004192839376628399,1.0,0.0,33.473384857177734,35.581295013427734,0.0057048313319683075,0.07808732986450195,0.004192839376628399,0.0881803035736084,3.296417236328125,45.70869445800781,1.7048858404159546,18.342559814453125,-0.19325153529644012,0.4601227045059204,1.8540701866149902,1.3626728057861328,0.5180693864822388,0.26444411277770996,0.08735743910074234,0.17335836589336395
-R8O1oRTmaw_01565_01796.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/snatch_mp4/-R8O1oRTmaw_01565_01796.mp4,snatch,232,232,232,139.62176513671875,41.951194763183594,38.65920639038086,179.21517944335938,3.515960693359375,126.6494140625,41.3049201965332,32.47166061401367,179.2548828125,74.9402084350586,170.93246459960938,6.179576873779297,130.62684631347656,179.33248901367188,-7.50006103515625,0.0,0.0,0.0,0.0,0.0,0.486979603767395,0.1746119260787964,0.2471613734960556,0.7031933069229126,-0.36465930938720703,0.5853030681610107,0.06091610714793205,0.43623149394989014,0.7221952676773071,8.404254913330078e-06,0.1526983082294464,0.05036846920847893,0.004785800352692604,0.22376765310764313,-0.1946750283241272,0.4353448152542114,1.0,0.3663793206214905,0.7974137663841248,0.4353448152542114,38.65920639038086,32.47166061401367,179.33248901367188,0.0,0.2284482717514038,0.4137931168079376,0.052659571170806885,0.006503359880298376,0.06417757272720337,0.004696145188063383,0.0,0.0,38.65920639038086,145.6147918701172,0.006503359880298376,0.052659571170806885,0.004696145188063383,0.06417757272720337,3.480311870574951,33.79016876220703,1.5272531509399414,35.32441711425781,0.13793103396892548,0.43103447556495667,1.5022761821746826,1.0848095417022705,0.4560319185256958,0.285963773727417,0.05992138385772705,0.16137228906154633
-tl9NgfDKus_02564_02720.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/snatch_mp4/-tl9NgfDKus_02564_02720.mp4,snatch,156,156,156,129.4092559814453,48.58173370361328,22.118961334228516,172.96852111816406,149.99407958984375,122.89225006103516,47.97504425048828,17.28701400756836,165.55630493164062,144.54209899902344,167.11573791503906,10.613877296447754,131.0052032470703,179.44337463378906,-28.805831909179688,0.0,0.0,0.0,0.0,0.0,0.38461506366729736,0.22277145087718964,0.12294772267341614,0.7594000101089478,-0.4913323223590851,0.6232661604881287,0.06560388207435608,0.5528846979141235,0.7940336465835571,-0.0970684289932251,0.1890060007572174,0.062362827360630035,0.01733706332743168,0.29210203886032104,-0.13098692893981934,0.6153846383094788,1.0,0.3333333432674408,0.9935897588729858,0.6666666865348816,22.118961334228516,17.28701400756836,179.44337463378906,0.0,0.01923076994717121,0.0,0.09012073278427124,0.009190607815980911,0.04898953437805176,0.007255099713802338,0.0,0.0,22.118961334228516,156.13851928710938,0.009190607815980911,0.09012073278427124,0.007255099713802338,0.04898953437805176,4.092343330383301,28.60955047607422,2.279198408126831,23.36688232421875,0.31410256028175354,0.6602563858032227,1.4245442152023315,1.1245404481887817,0.636452317237854,0.2411489486694336,0.07749907672405243,0.1022447869181633
-tl9NgfDKus_02564_02754.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/snatch_mp4/-tl9NgfDKus_02564_02754.mp4,snatch,190,190,191,135.46701049804688,47.51194381713867,20.51019859313965,179.6077423095703,158.64622497558594,130.33929443359375,47.574249267578125,14.287636756896973,179.5424346923828,160.3240966796875,166.31375122070312,11.509328842163086,128.5296630859375,179.42466735839844,-32.714569091796875,0.0,0.0,0.0,0.0,0.0,0.43955740332603455,0.2512144446372986,0.12264686822891235,1.0134462118148804,0.3128918409347534,0.6477837562561035,0.09719877690076828,0.5512230396270752,1.0424413681030273,0.37530481815338135,0.20426954329013824,0.08379486203193665,0.007109199650585651,0.4588090777397156,0.20553219318389893,0.5315789580345154,1.0,0.2789473831653595,0.8473684191703796,0.5736842155456543,20.51019859313965,14.287636756896973,179.42466735839844,0.0,0.0,0.0,0.08619818091392517,0.011832857504487038,0.0600125789642334,0.008567063137888908,0.0,0.0,20.51019859313965,95.38030242919922,0.011832857504487038,0.08619818091392517,0.008567063137888908,0.0600125789642334,4.821324348449707,48.53614044189453,2.6462056636810303,31.53515625,0.2789473831653595,0.5684210658073425,2.236410140991211,1.6191749572753906,0.890799343585968,0.49121832847595215,0.07746750116348267,0.272352010011673
-tl9NgfDKus_09414_10021.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/snatch_mp4/-tl9NgfDKus_09414_10021.mp4,snatch,341,341,607,129.63558959960938,37.928497314453125,63.880916595458984,179.18099975585938,-7.1863250732421875,107.37435913085938,38.71156692504883,35.95243835449219,178.114501953125,-5.3116455078125,158.77066040039062,12.067582130432129,135.92047119140625,179.28675842285156,-22.00091552734375,0.0,0.0,0.0,0.0,0.0,0.6959964632987976,0.05613222345709801,0.5885389447212219,0.8223413228988647,-0.05616772174835205,0.6145323514938354,0.09722636640071869,0.3802180886268616,0.7475796341896057,-0.06464439630508423,0.16860322654247284,0.04631485417485237,0.09945200383663177,0.3265324532985687,0.036705948412418365,0.0,0.0,1.0,0.0,0.0,63.880916595458984,35.95243835449219,179.28675842285156,0.0,0.7565982341766357,0.8445748090744019,0.0611346960067749,0.0033167186193168163,0.10578453540802002,0.006253855302929878,0.0,1.0,72.07859802246094,63.880916595458984,0.0033167186193168163,0.0611346960067749,0.006253855302929878,0.10578453540802002,6.498045444488525,75.32122039794922,1.7087589502334595,20.119369506835938,0.24340176582336426,-1.0,1.1276843547821045,2.1263108253479004,0.23380237817764282,0.36736154556274414,0.0,0.02134370617568493
0L-eq_vImgA_00001_00810.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/snatch_mp4/0L-eq_vImgA_00001_00810.mp4,snatch,472,472,810,125.24771881103516,64.40135955810547,2.6864230632781982,179.1824951171875,8.900009155273438,119.73081970214844,58.76197052001953,1.6442384719848633,179.2813262939453,0.253875732421875,158.5177001953125,33.73067855834961,3.3009259700775146,178.7421112060547,5.3106536865234375,0.0,0.0,0.0,0.0,0.0,0.6408209800720215,0.16286630928516388,0.39621347188949585,0.8714702129364014,-0.1262640357017517,0.7271875739097595,0.06134297698736191,0.6350851058959961,0.8173210620880127,-0.028017818927764893,0.09470628201961517,0.021785695105791092,0.008824707940220833,0.12677635252475739,0.07766833901405334,0.38771185278892517,1.0,0.0,0.9978813529014587,1.0,2.6864230632781982,1.6442384719848633,178.7421112060547,0.0,0.21822033822536469,0.22033898532390594,0.1720992922782898,0.007484099827706814,0.04562795162200928,0.00271489005535841,0.0,0.0,2.6864230632781982,35.616485595703125,0.007484099827706814,0.1720992922782898,0.00271489005535841,0.04562795162200928,6.111340045928955,112.54680633544922,13.481764793395996,167.1323699951172,-0.21822033822536469,0.9978813529014587,3.5250110626220703,1.2787132263183594,0.4752567410469055,0.1822359561920166,0.07170283049345016,0.0988377258181572
12bczFB2X-4_00001_00104.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/snatch_mp4/12bczFB2X-4_00001_00104.mp4,snatch,16,16,103,65.9150390625,7.065694332122803,50.00023651123047,76.29975891113281,-2.3265762329101562,24.153003692626953,6.192292213439941,19.05879020690918,43.54596710205078,22.18355369567871,163.61605834960938,5.692359447479248,148.60894775390625,170.61927795410156,0.57147216796875,0.0,0.0,0.0,0.0,0.0,0.8609228134155273,0.004323326982557774,0.8550137281417847,0.8666378259658813,2.5451183319091797e-05,0.6914893388748169,0.010508004575967789,0.6742856502532959,0.7199215888977051,0.02554851770401001,0.18829931318759918,0.005393922794610262,0.17968536913394928,0.19814585149288177,0.0014717578887939453,0.0,0.0,1.0,0.0,0.0,50.00023651123047,19.05879020690918,170.61927795410156,0.0,0.8125,0.25,0.00984644889831543,0.002769553568214178,0.017292916774749756,0.004872930236160755,0.0,1.0,61.2059440612793,50.00023651123047,0.002769553568214178,0.00984644889831543,0.004872930236160755,0.017292916774749756,4.570969581604004,17.98633575439453,4.659570217132568,9.586227416992188,0.1875,-1.0,0.04154330492019653,0.0730939507484436,0.01162409782409668,0.04563593864440918,0.0,0.0046203527599573135
1DX0IXizcHg_00270_00428.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/snatch_mp4/1DX0IXizcHg_00270_00428.mp4,snatch,101,101,158,99.1933364868164,52.8450927734375,1.5293197631835938,175.2803192138672,109.58108520507812,111.26292419433594,46.36050033569336,11.6118745803833,179.3380584716797,46.50819396972656,108.00147247314453,55.8143424987793,4.228506565093994,178.71446228027344,-68.69598388671875,0.0,0.0,0.0,0.0,0.0,0.5656734108924866,0.0915900319814682,0.4248312711715698,0.7277834415435791,-0.13895535469055176,0.5929951071739197,0.12116120010614395,0.3516904413700104,0.7324024438858032,-0.34696730971336365,0.11108200252056122,0.04474100098013878,0.006657235324382782,0.2028656154870987,0.09790147840976715,0.2871287167072296,1.0,0.3861386179924011,0.6831682920455933,0.30693069100379944,1.5293197631835938,11.6118745803833,178.71446228027344,0.0,0.7920792102813721,0.029702970758080482,0.06541308760643005,0.013237753883004189,0.11724069714546204,0.008807966485619545,0.0,0.0,2.7179315090179443,1.5293197631835938,0.013237753883004189,0.06541308760643005,0.008807966485619545,0.11724069714546204,22.074291229248047,145.92068481445312,16.408414840698242,102.15303802490234,-0.40594059228897095,0.2970297038555145,1.3237754106521606,0.8807966709136963,0.3029521703720093,0.38071200251579285,0.024080267176032066,0.03232603520154953
1DX0IXizcHg_01068_01291.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/snatch_mp4/1DX0IXizcHg_01068_01291.mp4,snatch,221,221,223,136.74136352539062,46.99072265625,1.8866651058197021,179.47451782226562,61.257415771484375,140.85238647460938,45.20087432861328,6.402710437774658,179.58900451660156,65.3772201538086,161.1541748046875,33.30169677734375,14.82343864440918,179.3611602783203,-14.255722045898438,0.0,0.0,0.0,0.0,0.0,0.48268258571624756,0.2579710781574249,0.1686965823173523,0.8378990888595581,-0.019168615341186523,0.6741503477096558,0.05658186227083206,0.5183589458465576,0.7811800241470337,-0.0804901123046875,0.18483147025108337,0.043467216193675995,0.026808040216565132,0.2694026529788971,0.01354508101940155,0.5520362257957458,1.0,0.38461539149284363,0.9321267008781433,0.5520362257957458,1.8866651058197021,6.402710437774658,179.3611602783203,0.0,0.4343891441822052,0.4343891441822052,0.22271066904067993,0.013018867932260036,0.0963483452796936,0.006327358074486256,1.0,0.0,1.8866651058197021,124.6683120727539,0.013018867932260036,0.22271066904067993,0.006327358074486256,0.0963483452796936,7.59755802154541,114.97906494140625,8.832574844360352,143.4868621826172,-0.04977375641465187,0.5475113391876221,2.8641510009765625,1.3920187950134277,0.6692025065422058,0.2628210783004761,0.07842916250228882,0.19226542115211487
1DX0IXizcHg_01292_01617.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/snatch_mp4/1DX0IXizcHg_01292_01617.mp4,snatch,308,308,325,127.82100677490234,54.691162109375,1.5624867677688599,179.45726013183594,2.5851593017578125,135.447021484375,50.58811950683594,4.346778869628906,179.5799102783203,43.88731384277344,159.60939025878906,25.708152770996094,7.504249095916748,179.21047973632812,-22.631790161132812,0.0,0.0,0.0,0.0,0.0,0.5127301812171936,0.23806893825531006,0.15559710562229156,0.8222372531890869,-0.06301754713058472,0.6701421141624451,0.05831354111433029,0.44247525930404663,0.7843986749649048,-0.0354229211807251,0.17609284818172455,0.03163297846913338,0.06208808347582817,0.23273642361164093,0.08927503228187561,0.4220779240131378,1.0,0.38311687111854553,0.801948070526123,0.4220779240131378,1.5624867677688599,4.346778869628906,179.21047973632812,0.0,0.31168830394744873,0.43831169605255127,0.10854330658912659,0.009434614330530167,0.08704182505607605,0.007417353335767984,0.0,0.0,1.5624867677688599,20.95716667175293,0.009434614330530167,0.10854330658912659,0.007417353335767984,0.08704182505607605,15.95776081085205,173.09490966796875,5.064689636230469,160.08660888671875,0.0714285746216774,0.4188311696052551,2.8964266777038574,2.277127504348755,0.6666401624679565,0.34192341566085815,0.049198608845472336,0.2377573400735855
