reviewed_label,filename,path,content_sha256,parent_group,parent_path,segment_start,segment_end,segment_duration,source_duration,size_mb,split,selection_reason
clean,clean_from_cj_0044.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0044.mp4,5ec8991fd473cb6824fbb2990fe4bd8482822a06a12659275a27627e6c7c0164,g01,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g01_c03.avi,0.0,2.5,2.5,4.96,0.115,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0155.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0155.mp4,5ec8991fd473cb6824fbb2990fe4bd8482822a06a12659275a27627e6c7c0164,g01,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g01_c03.avi,0.0,2.5,2.5,4.96,0.115,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0027.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0027.mp4,662d3537705a071d3948545460ca4914343487d235cdbbc596d0981aeae11d92,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c03.avi,0.0,4.968,4.968,11.04,0.193,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0138.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0138.mp4,662d3537705a071d3948545460ca4914343487d235cdbbc596d0981aeae11d92,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g03_c03.avi,0.0,4.968,4.968,11.04,0.193,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0089.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0089.mp4,f0a5422532922b7baee8a01830aba963efab5193ca7b43bead4a9f826fd93f02,g06,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g06_c02.avi,0.0,3.492,3.492,7.76,0.107,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0200.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0200.mp4,f0a5422532922b7baee8a01830aba963efab5193ca7b43bead4a9f826fd93f02,g06,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g06_c02.avi,0.0,3.492,3.492,7.76,0.107,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0106.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0106.mp4,76ef84134625c06fc5c2f0529f510848f6e7fa4b830d28834749ec1ca42b5319,g07,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g07_c03.avi,0.0,4.104,4.104,9.12,0.163,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0217.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0217.mp4,76ef84134625c06fc5c2f0529f510848f6e7fa4b830d28834749ec1ca42b5319,g07,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g07_c03.avi,0.0,4.104,4.104,9.12,0.163,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0046.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0046.mp4,d9b89e1ab6f48bd69c0ba8dbf1b74397a0788347f3d661843573a44754c57269,g08,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g08_c04.avi,0.0,5.0,5.0,11.12,0.191,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0157.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0157.mp4,d9b89e1ab6f48bd69c0ba8dbf1b74397a0788347f3d661843573a44754c57269,g08,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g08_c04.avi,0.0,5.0,5.0,11.12,0.191,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0049.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0049.mp4,eb9f8ebfb750ef9a63e4b11bad424ad577d61123e5e3de10fe8340060c17e793,g09,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g09_c01.avi,0.0,4.553999999999999,4.553999999999999,10.12,0.129,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0160.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0160.mp4,eb9f8ebfb750ef9a63e4b11bad424ad577d61123e5e3de10fe8340060c17e793,g09,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g09_c01.avi,0.0,4.553999999999999,4.553999999999999,10.12,0.129,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0038.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0038.mp4,f180788a1f079ec6a52e883c57d812ace5b70299c0cca88679f3e869d75ef534,g11,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g11_c02.avi,0.0,5.0,5.0,12.08,0.17,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0149.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0149.mp4,f180788a1f079ec6a52e883c57d812ace5b70299c0cca88679f3e869d75ef534,g11,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g11_c02.avi,0.0,5.0,5.0,12.08,0.17,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0010.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0010.mp4,3b9a674aae1928587e1b5df20be05f3d21ab3d0f81984ebf1e8ff5fe8ac0e0ff,g12,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g12_c01.avi,0.0,2.988,2.988,6.64,0.034,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0121.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0121.mp4,3b9a674aae1928587e1b5df20be05f3d21ab3d0f81984ebf1e8ff5fe8ac0e0ff,g12,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g12_c01.avi,0.0,2.988,2.988,6.64,0.034,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0017.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0017.mp4,6305277dc216970978ca2d3f3242d81c77923a7351c254785477509776da2930,g13,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g13_c01.avi,0.0,2.5,2.5,3.24,0.087,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0128.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0128.mp4,6305277dc216970978ca2d3f3242d81c77923a7351c254785477509776da2930,g13,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g13_c01.avi,0.0,2.5,2.5,3.24,0.087,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0090.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0090.mp4,104350aded90c763f6dc2ed048abb6e3df4404b7695600e427e6f2f3a93eabe6,g16,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g16_c02.avi,0.0,2.5,2.5,4.08,0.127,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0201.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0201.mp4,104350aded90c763f6dc2ed048abb6e3df4404b7695600e427e6f2f3a93eabe6,g16,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g16_c02.avi,0.0,2.5,2.5,4.08,0.127,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0040.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0040.mp4,2fe979f3969f9a28028d589960f47cf5b386fb45315a97ab01219eb83ae9cea3,g18,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g18_c01.avi,0.0,4.14,4.14,9.2,0.133,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0151.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0151.mp4,2fe979f3969f9a28028d589960f47cf5b386fb45315a97ab01219eb83ae9cea3,g18,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g18_c01.avi,0.0,4.14,4.14,9.2,0.133,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0108.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0108.mp4,2a16d72d09d6b3f61afdd37a144b402a9b8bee6f74c953534af8ff29773d0c14,g20,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g20_c04.avi,0.0,5.0,5.0,13.28,0.123,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0219.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0219.mp4,2a16d72d09d6b3f61afdd37a144b402a9b8bee6f74c953534af8ff29773d0c14,g20,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g20_c04.avi,0.0,5.0,5.0,13.28,0.123,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0070.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0070.mp4,3b2724b2034643d11318adeec98444e9f901ea925703b86d6a4c49c826a25ccb,g22,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g22_c04.avi,0.0,4.356,4.356,9.68,0.144,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0181.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0181.mp4,3b2724b2034643d11318adeec98444e9f901ea925703b86d6a4c49c826a25ccb,g22,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g22_c04.avi,0.0,4.356,4.356,9.68,0.144,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0013.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0013.mp4,0281adfd2eb0a14f86176fec1f7d6f82b2c6663aca179493c82855869bf9522a,g24,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g24_c02.avi,0.0,4.734,4.734,10.52,0.196,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0124.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0124.mp4,0281adfd2eb0a14f86176fec1f7d6f82b2c6663aca179493c82855869bf9522a,g24,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g24_c02.avi,0.0,4.734,4.734,10.52,0.196,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0021.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0021.mp4,c7f66913bf3c965fbe78a8eb9cb0c2f1d1246c4a69e9309669d1118627989133,g25,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g25_c02.avi,0.0,3.4739999999999998,3.4739999999999998,7.72,0.086,train,grouped_train_parent_one_per_video_max2_per_group
clean,clean_from_cj_0132.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0132.mp4,c7f66913bf3c965fbe78a8eb9cb0c2f1d1246c4a69e9309669d1118627989133,g25,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g25_c02.avi,0.0,3.4739999999999998,3.4739999999999998,7.72,0.086,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0006.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0006.mp4,f25c883d6b1e15c133f98ff5fde27c2c6610da6eb51695daa973bba378c8a5c8,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c06.avi,4.84,9.84,5.0,9.84,0.188,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0087.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0087.mp4,f25c883d6b1e15c133f98ff5fde27c2c6610da6eb51695daa973bba378c8a5c8,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g03_c06.avi,4.84,9.84,5.0,9.84,0.188,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0074.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0074.mp4,583d83db66eeded76f5fc5164677a0e0b078d557b1cca501662a8947046b343e,g06,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g06_c04.avi,4.84,9.84,5.0,9.84,0.13,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0155.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0155.mp4,583d83db66eeded76f5fc5164677a0e0b078d557b1cca501662a8947046b343e,g06,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g06_c04.avi,4.84,9.84,5.0,9.84,0.13,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0076.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0076.mp4,162ebabbc89d0eb3d19f5af2caefeb95a77248e54c77eae897e31b3fdfb22783,g07,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g07_c01.avi,4.119999999999999,9.12,5.0,9.12,0.16,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0157.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0157.mp4,162ebabbc89d0eb3d19f5af2caefeb95a77248e54c77eae897e31b3fdfb22783,g07,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g07_c01.avi,4.119999999999999,9.12,5.0,9.12,0.16,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0030.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0030.mp4,53009cf4d1711ec3041e7720a37b48700977dfd81df9487c88ac8ee2d7cd925e,g08,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g08_c01.avi,4.4399999999999995,9.44,5.0,9.44,0.168,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0111.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0111.mp4,53009cf4d1711ec3041e7720a37b48700977dfd81df9487c88ac8ee2d7cd925e,g08,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g08_c01.avi,4.4399999999999995,9.44,5.0,9.44,0.168,train,grouped_train_parent_one_per_video_max2_per_group
