reviewed_label,filename,path,size_mb,content_sha256,status
clean,clean_from_cj_0001.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0001.mp4,0.155,cabb6dd78bf9278dde02986f7a952c2ec85b3584fde65ffed65f646520f0276c,unused_unique
clean,clean_from_cj_0002.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0002.mp4,0.039,ad05499c6bf60de55e4cae9ecad15b66c5f4e7ce8356e8f1fe1b95c2e78eb955,duplicate_hash
clean,clean_from_cj_0003.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0003.mp4,0.17,4bb45e89b7cdf1c182de7d658de4d47cae73a1b0e7b302fc02a70e7c00ff50d0,duplicate_hash
clean,clean_from_cj_0004.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0004.mp4,0.039,c6477ded87d06f0f8880ea9e90bd0af8b9b091fcc29f7c2787cb1ff491dafafe,unused_unique
clean,clean_from_cj_0005.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0005.mp4,0.151,07261edc94298a4916ac014d5933cc132c76aa86bef36c2ec0dd924185af64a8,unused_unique
clean,clean_from_cj_0006.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0006.mp4,0.115,fa79cf8aa392e18ddaef264e244b52a39b41917765b45c2a554cc906bfac5e12,duplicate_hash
clean,clean_from_cj_0007.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0007.mp4,0.172,666ec184747b7b88f6aa3171ae63235fab92c667ed4db4aea910cb0cce75ec50,unused_unique
clean,clean_from_cj_0008.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0008.mp4,0.177,256cffb8bec04356b0bf7bd630ac465e446086ee9a1c174a74f7fa02f213d8d0,duplicate_hash
clean,clean_from_cj_0009.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0009.mp4,0.155,,already_in_manifest
clean,clean_from_cj_0010.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0010.mp4,0.034,3b9a674aae1928587e1b5df20be05f3d21ab3d0f81984ebf1e8ff5fe8ac0e0ff,unused_unique
clean,clean_from_cj_0011.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0011.mp4,0.096,cb303f46f1ec2ec7b450e8b41b29b78b8ee47b10454661cb22f5d673da11b466,unused_unique
clean,clean_from_cj_0012.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0012.mp4,0.115,2ba368c22c6c7e33f4908875e03f4f1a8c61033a0ae83dcf41ed98b7dcf6ef9f,unused_unique
clean,clean_from_cj_0013.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0013.mp4,0.196,0281adfd2eb0a14f86176fec1f7d6f82b2c6663aca179493c82855869bf9522a,unused_unique
clean,clean_from_cj_0014.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0014.mp4,0.16,eadb61a2a2b1340d82c0655838729baad7786c28523381f439e860ac89f0f4cd,unused_unique
clean,clean_from_cj_0015.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0015.mp4,0.087,,already_in_manifest
clean,clean_from_cj_0016.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0016.mp4,0.124,,already_in_manifest
clean,clean_from_cj_0017.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0017.mp4,0.087,6305277dc216970978ca2d3f3242d81c77923a7351c254785477509776da2930,unused_unique
clean,clean_from_cj_0018.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0018.mp4,0.041,,already_in_manifest
clean,clean_from_cj_0019.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0019.mp4,0.168,83efd1548b965cd691538899d6e6ed35a5c6f454b76444ffc7a9e4761977c7dc,unused_unique
clean,clean_from_cj_0020.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0020.mp4,0.04,e93b27cab9f16eb02567c82050625bd8d1dddab60f42a9747231dd8ffb0d4e5b,unused_unique
clean,clean_from_cj_0021.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0021.mp4,0.086,c7f66913bf3c965fbe78a8eb9cb0c2f1d1246c4a69e9309669d1118627989133,unused_unique
clean,clean_from_cj_0022.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0022.mp4,0.081,12d2a9eaa22603fbea3b1da071522632c653937decebb7d2feb4ae1d7a3a8bfd,unused_unique
clean,clean_from_cj_0023.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0023.mp4,0.172,92c192f7854d73d934f22581ed7d169a8b720270063581f2043ba65da90ca615,unused_unique
clean,clean_from_cj_0024.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0024.mp4,0.041,3691dc24d62baab9080e5b2ccfeb4eb1d48fc32fddc39c6b53e5529810b9949f,unused_unique
clean,clean_from_cj_0025.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0025.mp4,0.044,,already_in_manifest
clean,clean_from_cj_0026.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0026.mp4,0.046,220b2b914572e40787122602e91c3747883612aa22c0a6b1e28e0ed6d86e8441,unused_unique
clean,clean_from_cj_0027.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0027.mp4,0.193,662d3537705a071d3948545460ca4914343487d235cdbbc596d0981aeae11d92,unused_unique
clean,clean_from_cj_0028.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0028.mp4,0.069,16f64486e388e5ad7e725cae46c2cc9b1b8200a4ce0695c9afd98209c5366fc5,unused_unique
clean,clean_from_cj_0029.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0029.mp4,0.053,488d7797cd80a9b1a0be37067f2cca2c5a558d8583e5008026b0e58fd2bf2031,duplicate_hash
clean,clean_from_cj_0030.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0030.mp4,0.11,,already_in_manifest
clean,clean_from_cj_0031.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0031.mp4,0.107,5a23d2f87fa12643cb2e18dddb8fd7185c051e63142867b40917c5f66032f314,unused_unique
clean,clean_from_cj_0032.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0032.mp4,0.2,9c52fe76c0e991d135d69c5f7ca99980c3b26ad745de52176a53e7602e7af704,duplicate_hash
clean,clean_from_cj_0033.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0033.mp4,0.126,d2013fdd9120c7df320316adbcee519931556f8c3c49faf136af69f21b24930f,duplicate_hash
clean,clean_from_cj_0034.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0034.mp4,0.089,26803c5884d32ae432bec5e5aac9f8c35c2e897b28353638673c07ca9f8bcba9,unused_unique
clean,clean_from_cj_0035.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0035.mp4,0.081,9864f3e391db37926b083bdfaf45e73f5b021358216c1d52fef3da5e63243483,unused_unique
clean,clean_from_cj_0036.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0036.mp4,0.137,312dda9f57b00792a6d8597390dd7b6f109468f720dd13fd3e2b4e63340bbb49,duplicate_hash
clean,clean_from_cj_0037.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0037.mp4,0.105,fb2b945ee121e4dcdf308f2be16e392cd6d9a2fcd077ecf0eeb3e9c7338f643e,unused_unique
clean,clean_from_cj_0038.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0038.mp4,0.17,f180788a1f079ec6a52e883c57d812ace5b70299c0cca88679f3e869d75ef534,unused_unique
clean,clean_from_cj_0039.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0039.mp4,0.143,e6f045fab7a7fe3b67f846e8b08598caae4fe3e6c492ee928fd1aa39899c1d01,unused_unique
clean,clean_from_cj_0040.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0040.mp4,0.133,2fe979f3969f9a28028d589960f47cf5b386fb45315a97ab01219eb83ae9cea3,unused_unique
clean,clean_from_cj_0041.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0041.mp4,0.124,07ddf1f3e02d632955c9f2ff8d3f5a9d40c728937ce38c57617c8f0cf4d036d1,unused_unique
clean,clean_from_cj_0042.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0042.mp4,0.149,9fe5d3dd54a0947d2707c4c6efe076d293af635b5099c5ac33dcb26e81983b7e,unused_unique
clean,clean_from_cj_0043.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0043.mp4,0.138,d7b93b46dc60bc5741d3d9b3c8a52836867a136079d0be58420bf2a70fbb7a32,unused_unique
clean,clean_from_cj_0044.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0044.mp4,0.115,5ec8991fd473cb6824fbb2990fe4bd8482822a06a12659275a27627e6c7c0164,unused_unique
clean,clean_from_cj_0045.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0045.mp4,0.11,,already_in_manifest
clean,clean_from_cj_0046.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0046.mp4,0.191,d9b89e1ab6f48bd69c0ba8dbf1b74397a0788347f3d661843573a44754c57269,unused_unique
clean,clean_from_cj_0047.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0047.mp4,0.138,439b42e5f3f90c4bc362a270f019ef3f0d9e7e4b39ef5459d250d0cf4f18afe2,unused_unique
clean,clean_from_cj_0048.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0048.mp4,0.13,87cfbe76c74dbbc00ba499b1d4cf66637aefe0e0328ab178be40e6a57a4b5eca,duplicate_hash
clean,clean_from_cj_0049.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0049.mp4,0.129,eb9f8ebfb750ef9a63e4b11bad424ad577d61123e5e3de10fe8340060c17e793,unused_unique
clean,clean_from_cj_0050.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0050.mp4,0.13,55fcb198b4ba605df1ddfa26c5caaf415c813e9ea26854057553a034c4294f6b,unused_unique
clean,clean_from_cj_0051.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0051.mp4,0.112,728625d29bd0620e3efedbcd581e18323288d938a179a2e4ccab1a0858f2a5ea,unused_unique
clean,clean_from_cj_0052.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0052.mp4,0.104,3cc83bcd059b6b4a8e2d130a79e60105429a6b4d548cd3bf6ad90075a3044c3d,unused_unique
clean,clean_from_cj_0053.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0053.mp4,0.109,a7e66702af650ecda43f34630efcd40d7647e7a816ca1207d870f11bab82c84f,unused_unique
clean,clean_from_cj_0054.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0054.mp4,0.15,fa1e3258e924ee9e2a25f3a97859f4f805cdabf85d5aa40dedf62608207cf1b6,duplicate_hash
clean,clean_from_cj_0055.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0055.mp4,0.114,,already_in_manifest
clean,clean_from_cj_0056.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0056.mp4,0.117,b083d13c639eee9133318e4da1b89640d2e14abedef07f857b8e36534e5409ef,unused_unique
clean,clean_from_cj_0057.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0057.mp4,0.149,9a688d28757bf04e9d4f638015d162c60805179b100239d35c3974e15435ba17,unused_unique
clean,clean_from_cj_0058.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0058.mp4,0.107,69d7d10cae5b2852d6df604cb6d38cedeea6a92c46f73d842e118adf75efa5f2,unused_unique
