candidate_number,split,selection_group,video_id,video_path,rep_index,start_frame,bottom_frame,end_frame,rep_row_count,model_score,camera_shoulder_median,camera_hip_median,motion_clip,review_label,review_confidence,review_notes
93,train,targeted_false_positive,46856_1,/Users/josephkamil/Desktop/Capstone/videos/videos/46856_1.mp4,0,6,48,132,22,0.5991835469043586,0.5287358164787292,0.35903820395469666,ml/analysis_quality/fitness_aqa_squat/forward_lean_review/batch_09_motion/candidate_93_motion.mp4,clear,medium,motion confirmed
94,train,targeted_false_positive,36644_6,/Users/josephkamil/Desktop/Capstone/videos/videos/36644_6.mp4,0,0,24,54,10,0.6010555649506648,0.3225824534893036,0.18648211658000946,ml/analysis_quality/fitness_aqa_squat/forward_lean_review/batch_09_motion/candidate_94_motion.mp4,clear,high,contact sheet review
95,train,targeted_false_positive,49623_7,/Users/josephkamil/Desktop/Capstone/videos/videos/49623_7.mp4,0,0,36,78,14,0.5988332659833743,0.3032233417034149,0.20184296369552612,ml/analysis_quality/fitness_aqa_squat/forward_lean_review/batch_09_motion/candidate_95_motion.mp4,clear,medium,motion confirmed
96,train,targeted_false_positive,36254_3,/Users/josephkamil/Desktop/Capstone/videos/videos/36254_3.mp4,0,0,30,72,13,0.5980161039771194,0.5506279468536377,0.3312305212020874,ml/analysis_quality/fitness_aqa_squat/forward_lean_review/batch_09_motion/candidate_96_motion.mp4,clear,high,contact sheet review
97,train,targeted_false_positive,47901_8,/Users/josephkamil/Desktop/Capstone/videos/videos/47901_8.mp4,0,6,90,126,21,0.5973084952288767,0.5854854583740234,0.39187225699424744,ml/analysis_quality/fitness_aqa_squat/forward_lean_review/batch_09_motion/candidate_97_motion.mp4,clear,medium,motion confirmed
98,train,targeted_false_positive,49286_1,/Users/josephkamil/Desktop/Capstone/videos/videos/49286_1.mp4,0,6,36,90,15,0.5969689354818573,0.18956147134304047,0.11869486421346664,ml/analysis_quality/fitness_aqa_squat/forward_lean_review/batch_09_motion/candidate_98_motion.mp4,unusable,medium,front-rack/front-squat style clip
99,train,targeted_false_positive,47274_1,/Users/josephkamil/Desktop/Capstone/videos/videos/47274_1.mp4,0,0,54,126,11,0.6031260144035593,0.38112854957580566,0.1964491307735443,ml/analysis_quality/fitness_aqa_squat/forward_lean_review/batch_09_motion/candidate_99_motion.mp4,clear,medium,motion confirmed
100,train,targeted_false_positive,48092_1,/Users/josephkamil/Desktop/Capstone/videos/videos/48092_1.mp4,0,18,72,120,16,0.6033254021259373,0.35004326701164246,0.31313276290893555,ml/analysis_quality/fitness_aqa_squat/forward_lean_review/batch_09_motion/candidate_100_motion.mp4,excessive_forward_lean,high,torso stays heavily pitched during ascent
101,train,targeted_false_positive,49618_2,/Users/josephkamil/Desktop/Capstone/videos/videos/49618_2.mp4,0,0,78,144,25,0.595527806821985,0.5824602842330933,0.3419685959815979,ml/analysis_quality/fitness_aqa_squat/forward_lean_review/batch_09_motion/candidate_101_motion.mp4,clear,high,contact sheet review
102,train,targeted_false_positive,46466_3,/Users/josephkamil/Desktop/Capstone/videos/videos/46466_3.mp4,0,6,78,114,14,0.5952979153947615,0.14736445248126984,0.1289367824792862,ml/analysis_quality/fitness_aqa_squat/forward_lean_review/batch_09_motion/candidate_102_motion.mp4,excessive_forward_lean,high,pronounced forward torso through ascent
103,train,targeted_false_positive,37732_2,/Users/josephkamil/Desktop/Capstone/videos/videos/37732_2.mp4,0,6,42,78,13,0.5950949152196154,0.5479490756988525,0.35905757546424866,ml/analysis_quality/fitness_aqa_squat/forward_lean_review/batch_09_motion/candidate_103_motion.mp4,clear,high,contact sheet review
104,train,targeted_false_positive,48104_1,/Users/josephkamil/Desktop/Capstone/videos/videos/48104_1.mp4,0,60,96,150,16,0.59498634504862,0.3580140769481659,0.2883000075817108,ml/analysis_quality/fitness_aqa_squat/forward_lean_review/batch_09_motion/candidate_104_motion.mp4,clear,medium,motion confirmed
