label,video,valid,error,total_frames,wrist_above_shoulder_ratio,wrist_below_shoulder_ratio,mean_wrist_minus_shoulder_y,mean_hip_minus_shoulder_y,mean_knee_minus_hip_y,median_head_drop,avg_wrist_forward,wrist_y_range,shoulder_y_range,hip_y_range,elbow_range,min_elbow,max_elbow,avg_elbow,avg_torso_angle
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g01_c01.avi,1,,78,0.0,1.0,0.3559568226337433,-0.39290952682495117,-0.2578851282596588,0.13005006313323975,0.006297717336565256,0.08598697185516357,0.08611810207366943,0.10701930522918701,38.84886169433594,139.51901245117188,178.3678741455078,162.92050170898438,178.20938110351562
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g01_c02.avi,1,,93,0.0,1.0,0.30456095933914185,-0.38862237334251404,-0.23238405585289001,0.14218777418136597,0.012374510057270527,0.10693907737731934,0.19578611850738525,0.2482890635728836,62.99053192138672,113.4216537475586,176.4121856689453,157.04977416992188,178.54855346679688
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g01_c03.avi,1,,101,0.0,1.0,0.3009120225906372,-0.39495721459388733,-0.2026190608739853,0.13705509901046753,0.010638928972184658,0.17211437225341797,0.2381851077079773,0.26600542664527893,75.15583801269531,104.31051635742188,179.4663543701172,150.5587615966797,178.83534240722656
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g01_c04.avi,1,,106,0.0,1.0,0.3231303095817566,-0.3956039845943451,-0.22450053691864014,0.13420072197914124,0.011735212057828903,0.15149903297424316,0.14178496599197388,0.16165491938591003,82.64578247070312,96.1810302734375,178.82681274414062,149.73483276367188,178.21530151367188
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g02_c01.avi,1,,1,0.0,1.0,0.09360146522521973,0.057309091091156006,0.03375357389450073,0.01444166898727417,0.03601771593093872,0.0,0.0,0.0,0.0,175.36065673828125,175.36065673828125,175.36065673828125,20.189205169677734
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g02_c02.avi,1,,21,0.0,1.0,0.13574926555156708,-0.04660811647772789,0.007188401184976101,0.09133994579315186,0.013728808611631393,0.015955090522766113,0.16137272119522095,0.12385764718055725,130.53903198242188,34.257415771484375,164.79644775390625,126.68263244628906,165.25558471679688
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g02_c03.avi,1,,74,0.12162162162162163,0.8783783783783784,0.13442039489746094,-0.2265888899564743,-0.11599567532539368,0.07443481683731079,0.010493896901607513,0.14760345220565796,0.2659946084022522,0.2782083749771118,176.7365264892578,1.4454398155212402,178.1819610595703,119.74501037597656,174.8429718017578
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g02_c04.avi,1,,24,0.0,1.0,0.20816220343112946,-0.01954471878707409,0.07825113087892532,0.08038188517093658,0.006549368146806955,0.019332289695739746,0.17362284660339355,0.12076455354690552,81.16427612304688,96.11515808105469,177.27943420410156,158.59706115722656,131.43626403808594
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g03_c01.avi,1,,125,0.0,1.0,0.1080203577876091,-0.1719786673784256,-0.10614018142223358,0.06170296669006348,0.0032021808438003063,0.0072577595710754395,0.059180259704589844,0.0855560302734375,46.87701416015625,132.05740356445312,178.93441772460938,161.43234252929688,179.10458374023438
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g03_c02.avi,1,,115,0.0,1.0,0.11144740134477615,-0.1743963211774826,-0.10598834604024887,0.062468528747558594,0.0019501022761687636,0.008338451385498047,0.06342822313308716,0.09100121259689331,51.62016296386719,127.34039306640625,178.96055603027344,159.81756591796875,179.37661743164062
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g03_c03.avi,1,,123,0.0,1.0,0.10868242383003235,-0.17365628480911255,-0.10394605994224548,0.062011659145355225,0.0018724057590588927,0.007412374019622803,0.06111800670623779,0.08898040652275085,52.29613494873047,126.66136932373047,178.95750427246094,157.38427734375,179.36849975585938
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g03_c04.avi,1,,175,0.0,1.0,0.11184997856616974,-0.17327305674552917,-0.09961262345314026,0.06278741359710693,0.0013932102592661977,0.006595015525817871,0.06512892246246338,0.09509122371673584,59.08002471923828,118.9131851196289,177.9932098388672,158.38381958007812,178.91476440429688
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g04_c01.avi,1,,115,0.0,1.0,0.11774288862943649,-0.199191153049469,-0.14655140042304993,0.06941056251525879,0.0025597766507416964,0.33301329612731934,0.3008338212966919,0.2182336449623108,63.98768615722656,103.26844787597656,167.25613403320312,128.03659057617188,179.22445678710938
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g04_c02.avi,1,,108,0.0,1.0,0.14004364609718323,-0.23658987879753113,-0.17548209428787231,0.08185619115829468,0.003328528953716159,0.08486664295196533,0.0752667784690857,0.07413631677627563,63.55975341796875,102.8525390625,166.41229248046875,128.96022033691406,179.02154541015625
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g04_c03.avi,1,,160,0.0,1.0,0.138628751039505,-0.23700694739818573,-0.17591777443885803,0.07664093375205994,0.0030974906403571367,0.19541579484939575,0.23741614818572998,0.2692292332649231,64.65108489990234,100.5044174194336,165.15550231933594,126.68448638916016,178.92628479003906
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g04_c04.avi,1,,222,0.0,1.0,0.18603812158107758,-0.29315638542175293,-0.22370858490467072,0.08078286051750183,0.009945942088961601,0.16881656646728516,0.13871151208877563,0.158196359872818,119.19223022460938,39.67147445678711,158.86370849609375,134.0226287841797,177.54135131835938
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g05_c01.avi,1,,108,0.0,1.0,0.16874419152736664,-0.22170208394527435,-0.16257084906101227,0.08806926012039185,0.008168147876858711,0.015876710414886475,0.061320602893829346,0.07798153162002563,64.05207824707031,105.24697875976562,169.29905700683594,133.82742309570312,178.47073364257812
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g05_c02.avi,1,,111,0.0,1.0,0.165463387966156,-0.22000664472579956,-0.16169078648090363,0.09290933609008789,0.008375979959964752,0.022610604763031006,0.06576251983642578,0.08063745498657227,70.79024505615234,107.63574981689453,178.42599487304688,132.4090118408203,178.48876953125
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g05_c03.avi,1,,80,0.0,1.0,0.17212697863578796,-0.2213246077299118,-0.1583191156387329,0.0942055881023407,0.00795791856944561,0.028786122798919678,0.07624822854995728,0.0805700421333313,67.6619873046875,101.5946044921875,169.256591796875,139.48489379882812,178.8771514892578
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g05_c04.avi,1,,160,0.0,1.0,0.16766591370105743,-0.22033622860908508,-0.15809932351112366,0.0910494327545166,0.006136005278676748,0.024470210075378418,0.06689667701721191,0.07836145162582397,62.150550842285156,110.06461334228516,172.2151641845703,136.25405883789062,179.1648712158203
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g06_c01.avi,1,,88,0.0,1.0,0.24870239198207855,-0.34892401099205017,-0.2018371969461441,0.13753923773765564,0.004691682290285826,0.010889291763305664,0.14657407999038696,0.17665624618530273,83.25468444824219,86.83380126953125,170.08848571777344,120.54257202148438,178.9980010986328
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g06_c02.avi,1,,122,0.0,1.0,0.26996228098869324,-0.3608568012714386,-0.18027688562870026,0.1367340385913849,0.004488068632781506,0.017988920211791992,0.1526625156402588,0.18293142318725586,91.9697494506836,84.2189712524414,176.188720703125,133.88795471191406,179.02410888671875
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g06_c03.avi,1,,89,0.0,1.0,0.280449777841568,-0.36367809772491455,-0.17127417027950287,0.13429856300354004,0.006715069990605116,0.017257630825042725,0.15443181991577148,0.17954297363758087,92.72319793701172,80.54631805419922,173.26951599121094,141.81829833984375,179.31161499023438
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g06_c04.avi,1,,70,0.0,1.0,0.2531454265117645,-0.3519851565361023,-0.1846199780702591,0.13914340734481812,0.00985320471227169,0.029550552368164062,0.15380734205245972,0.17647740244865417,89.14534759521484,87.13452911376953,176.27987670898438,130.30953979492188,178.57064819335938
handstand_push_up,/Users/josephkamil/Desktop/Capstone/HandstandPushups/v_HandStandPushups_g07_c01.avi,1,,90,0.011111111111111112,0.9888888888888889,0.16223575174808502,-0.21893294155597687,-0.21169351041316986,0.06828969717025757,0.13139308989048004,0.1884857416152954,0.16636383533477783,0.19034713506698608,61.67646026611328,117.09456634521484,178.77102661132812,158.68753051757812,154.01702880859375
